codigo_br,desc_item,codigo_pdm,desc_pdm,numeroCaracteristica,nomeCaracteristica,nomeValorCaracteristica,siglaUnidadeMedida
339591,"339591 - Radiofármaco - Reagente, Nome:99mtc - Ec, Composição:L-Etilenodicisteína 0,5 Mg, Sncl2.2h2o  0,3mg, Componentes Adicionais:Fosf.Sódio:Dibásico 10mg,Tribásico Dodecahidratado, Concentração Radioisótopo:0,3 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,7,Características Adicionais,C/ Diluente Tampão,NA
339587,"339587 - Radiofármaco - Reagente, Nome:99mtc - Dtpa, Composição:Ácido Dietilenotriaminopentacético 10mg, Componentes Adicionais:Sncl2.2h2o 1 Mg E Paba (Ác. Paraminobenzóico) 2 Mg, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dtpa,NA
339587,"339587 - Radiofármaco - Reagente, Nome:99mtc - Dtpa, Composição:Ácido Dietilenotriaminopentacético 10mg, Componentes Adicionais:Sncl2.2h2o 1 Mg E Paba (Ác. Paraminobenzóico) 2 Mg, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,2,Composição,Ácido Dietilenotriaminopentacético 10mg,NA
339587,"339587 - Radiofármaco - Reagente, Nome:99mtc - Dtpa, Composição:Ácido Dietilenotriaminopentacético 10mg, Componentes Adicionais:Sncl2.2h2o 1 Mg E Paba (Ác. Paraminobenzóico) 2 Mg, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o 1 Mg E Paba (Ác. Paraminobenzóico) 2 Mg,NA
339587,"339587 - Radiofármaco - Reagente, Nome:99mtc - Dtpa, Composição:Ácido Dietilenotriaminopentacético 10mg, Componentes Adicionais:Sncl2.2h2o 1 Mg E Paba (Ác. Paraminobenzóico) 2 Mg, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,6,Forma Farmacêutica,"Liofilizado, Estéril, Apirogênico",NA
339586,"339586 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o, Concentração Radioisótopo:0,44 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dmsa,NA
339586,"339586 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o, Concentração Radioisótopo:0,44 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,2,Composição,Ácido Dimercaptosuccínico 1mg,NA
339586,"339586 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o, Concentração Radioisótopo:0,44 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,3,Componentes Adicionais,"Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o",NA
339586,"339586 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o, Concentração Radioisótopo:0,44 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,44",MG
339586,"339586 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Ác. Ascórbico 0,7 Mg, Inositol 50 Mg, Sncl2.2h2o, Concentração Radioisótopo:0,44 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,6,Forma Farmacêutica,"Liofilizado, Estéril, Apirogênico",NA
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,1,Nome,99mtc - Ecd,NA
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,2,Composição,Etilenodicisteina Dietil Éster 1mg,NA
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,3,Componentes Adicionais,"Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta",NA
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,36",MG
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,6,Forma Farmacêutica,"Liofilizado, Estéril, Apirogênico",NA
339576,"339576 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o 0,125 Mg + Manitol 24 Mg + Edta, Concentração Radioisótopo:0,36 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico, Características Adicionais:C/ Diluente Tampão",18233,Radiofármaco - Reagente,7,Características Adicionais,C/ Diluente Tampão,NA
339575,"339575 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Macroagregado De Soro Albumina Humano 2,2 Mg, Componentes Adicionais:Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g, Concentração Radioisótopo:Acetato De Sódio 22mg E Sncl2. 2h2o  0,22 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,1,Nome,99mtc - Maa,NA
339575,"339575 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Macroagregado De Soro Albumina Humano 2,2 Mg, Componentes Adicionais:Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g, Concentração Radioisótopo:Acetato De Sódio 22mg E Sncl2. 2h2o  0,22 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,2,Composição,"Macroagregado De Soro Albumina Humano 2,2 Mg",NA
339575,"339575 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Macroagregado De Soro Albumina Humano 2,2 Mg, Componentes Adicionais:Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g, Concentração Radioisótopo:Acetato De Sódio 22mg E Sncl2. 2h2o  0,22 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,3,Componentes Adicionais,"Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g",NA
339575,"339575 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Macroagregado De Soro Albumina Humano 2,2 Mg, Componentes Adicionais:Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g, Concentração Radioisótopo:Acetato De Sódio 22mg E Sncl2. 2h2o  0,22 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"Acetato De Sódio 22mg E Sncl2. 2h2o  0,22",MG
339575,"339575 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Macroagregado De Soro Albumina Humano 2,2 Mg, Componentes Adicionais:Ác.Ascórbico 4,6mg, Glicose 18,7mg, Nacl 8,1g, Concentração Radioisótopo:Acetato De Sódio 22mg E Sncl2. 2h2o  0,22 MG, Forma Farmacêutica:Liofilizado, Estéril, Apirogênico",18233,Radiofármaco - Reagente,6,Forma Farmacêutica,"Liofilizado, Estéril, Apirogênico",NA
283047,"283047 - Radiofármaco - Reagente, Nome:99mtc - Fitato, Composição:Fitato De Sódio 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Fitato,NA
283047,"283047 - Radiofármaco - Reagente, Nome:99mtc - Fitato, Composição:Fitato De Sódio 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Fitato De Sódio 20mg,NA
283047,"283047 - Radiofármaco - Reagente, Nome:99mtc - Fitato, Composição:Fitato De Sódio 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283047,"283047 - Radiofármaco - Reagente, Nome:99mtc - Fitato, Composição:Fitato De Sódio 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,1,MG
283047,"283047 - Radiofármaco - Reagente, Nome:99mtc - Fitato, Composição:Fitato De Sódio 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283042,"283042 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Ecd,NA
283042,"283042 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Etilenodicisteina Dietil Éster 1mg,NA
283042,"283042 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283042,"283042 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,41",MG
283042,"283042 - Radiofármaco - Reagente, Nome:99mtc - Ecd, Composição:Etilenodicisteina Dietil Éster 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283040,"283040 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Soro Albumina Humana Desnaturada 2,2mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:22 MCG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Maa,NA
283040,"283040 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Soro Albumina Humana Desnaturada 2,2mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:22 MCG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,"Soro Albumina Humana Desnaturada 2,2mg",NA
283040,"283040 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Soro Albumina Humana Desnaturada 2,2mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:22 MCG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283040,"283040 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Soro Albumina Humana Desnaturada 2,2mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:22 MCG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,22,MCG
283040,"283040 - Radiofármaco - Reagente, Nome:99mtc - Maa, Composição:Soro Albumina Humana Desnaturada 2,2mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:22 MCG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283039,"283039 - Radiofármaco - Reagente, Nome:99mtc - Estanho Coloidal, Composição:Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg, Componentes Adicionais:Pvp-40, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Estanho Coloidal,NA
283039,"283039 - Radiofármaco - Reagente, Nome:99mtc - Estanho Coloidal, Composição:Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg, Componentes Adicionais:Pvp-40, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,"Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg",NA
283039,"283039 - Radiofármaco - Reagente, Nome:99mtc - Estanho Coloidal, Composição:Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg, Componentes Adicionais:Pvp-40, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Pvp-40,NA
283039,"283039 - Radiofármaco - Reagente, Nome:99mtc - Estanho Coloidal, Composição:Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg, Componentes Adicionais:Pvp-40, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,5",MG
283039,"283039 - Radiofármaco - Reagente, Nome:99mtc - Estanho Coloidal, Composição:Fluoreto De Estanho 0,125mg, Fluoreo De Sódio 1mg, Componentes Adicionais:Pvp-40, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283038,"283038 - Radiofármaco - Reagente, Nome:99mtc - Dextran 70, Composição:Dextran-70  50mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,75 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dextran 70,NA
283038,"283038 - Radiofármaco - Reagente, Nome:99mtc - Dextran 70, Composição:Dextran-70  50mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,75 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Dextran-70  50mg,NA
283038,"283038 - Radiofármaco - Reagente, Nome:99mtc - Dextran 70, Composição:Dextran-70  50mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,75 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283038,"283038 - Radiofármaco - Reagente, Nome:99mtc - Dextran 70, Composição:Dextran-70  50mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,75 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,75",MG
283038,"283038 - Radiofármaco - Reagente, Nome:99mtc - Dextran 70, Composição:Dextran-70  50mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,75 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283037,"283037 - Radiofármaco - Reagente, Nome:99mtc - Dextran 500, Composição:Dextran-500  100mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dextran 500,NA
283037,"283037 - Radiofármaco - Reagente, Nome:99mtc - Dextran 500, Composição:Dextran-500  100mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Dextran-500  100mg,NA
283037,"283037 - Radiofármaco - Reagente, Nome:99mtc - Dextran 500, Composição:Dextran-500  100mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283037,"283037 - Radiofármaco - Reagente, Nome:99mtc - Dextran 500, Composição:Dextran-500  100mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"1,5",MG
283037,"283037 - Radiofármaco - Reagente, Nome:99mtc - Dextran 500, Composição:Dextran-500  100mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283036,"283036 - Radiofármaco - Reagente, Nome:99mtc - Sah, Composição:Soro Albumina Humano 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,04 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Sah,NA
283036,"283036 - Radiofármaco - Reagente, Nome:99mtc - Sah, Composição:Soro Albumina Humano 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,04 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Soro Albumina Humano 10mg,NA
283036,"283036 - Radiofármaco - Reagente, Nome:99mtc - Sah, Composição:Soro Albumina Humano 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,04 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283036,"283036 - Radiofármaco - Reagente, Nome:99mtc - Sah, Composição:Soro Albumina Humano 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,04 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,04",MG
283036,"283036 - Radiofármaco - Reagente, Nome:99mtc - Sah, Composição:Soro Albumina Humano 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,04 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283025,"283025 - Radiofármaco - Reagente, Nome:99mtc - Pirofosfato De Sódio, Composição:Pirofosfato De Sódio 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Pirofosfato De Sódio,NA
283025,"283025 - Radiofármaco - Reagente, Nome:99mtc - Pirofosfato De Sódio, Composição:Pirofosfato De Sódio 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Pirofosfato De Sódio 10mg,NA
283025,"283025 - Radiofármaco - Reagente, Nome:99mtc - Pirofosfato De Sódio, Composição:Pirofosfato De Sódio 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283025,"283025 - Radiofármaco - Reagente, Nome:99mtc - Pirofosfato De Sódio, Composição:Pirofosfato De Sódio 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,2,MG
283025,"283025 - Radiofármaco - Reagente, Nome:99mtc - Pirofosfato De Sódio, Composição:Pirofosfato De Sódio 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283001,"283001 - Radiofármaco - Reagente, Nome:99mtc - Disida, Composição:Ácido Diidopropiliminodiacético 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Disida,NA
283001,"283001 - Radiofármaco - Reagente, Nome:99mtc - Disida, Composição:Ácido Diidopropiliminodiacético 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Ácido Diidopropiliminodiacético 20mg,NA
283001,"283001 - Radiofármaco - Reagente, Nome:99mtc - Disida, Composição:Ácido Diidopropiliminodiacético 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
283001,"283001 - Radiofármaco - Reagente, Nome:99mtc - Disida, Composição:Ácido Diidopropiliminodiacético 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,5",MG
283001,"283001 - Radiofármaco - Reagente, Nome:99mtc - Disida, Composição:Ácido Diidopropiliminodiacético 20mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,5 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
283000,"283000 - Radiofármaco - Reagente, Nome:99mtc - Gha, Composição:Glucoheptonato De Cálcio 100mg, Componentes Adicionais:Ascorbato Estanoso, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Gha,NA
283000,"283000 - Radiofármaco - Reagente, Nome:99mtc - Gha, Composição:Glucoheptonato De Cálcio 100mg, Componentes Adicionais:Ascorbato Estanoso, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Glucoheptonato De Cálcio 100mg,NA
283000,"283000 - Radiofármaco - Reagente, Nome:99mtc - Gha, Composição:Glucoheptonato De Cálcio 100mg, Componentes Adicionais:Ascorbato Estanoso, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Ascorbato Estanoso,NA
283000,"283000 - Radiofármaco - Reagente, Nome:99mtc - Gha, Composição:Glucoheptonato De Cálcio 100mg, Componentes Adicionais:Ascorbato Estanoso, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,2,MG
283000,"283000 - Radiofármaco - Reagente, Nome:99mtc - Gha, Composição:Glucoheptonato De Cálcio 100mg, Componentes Adicionais:Ascorbato Estanoso, Concentração Radioisótopo:2 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
282999,"282999 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dmsa,NA
282999,"282999 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,2,Composição,Ácido Dimercaptosuccínico 1mg,NA
282999,"282999 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,3,Componentes Adicionais,Sncl2.2h2o,NA
282999,"282999 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,4,Concentração Radioisótopo,"0,41",MG
282999,"282999 - Radiofármaco - Reagente, Nome:99mtc - Dmsa, Composição:Ácido Dimercaptosuccínico 1mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:0,41 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,5,Apresentação,"Liofilizado, Estéril, Apirógeno",NA
282998,"282998 - Radiofármaco - Reagente, Nome:99mtc - Dtpa, Composição:Ácido Dietilenotriaminopentacético 10mg, Componentes Adicionais:Sncl2.2h2o, Concentração Radioisótopo:1 MG, Apresentação:Liofilizado, Estéril, Apirógeno",18233,Radiofármaco - Reagente,1,Nome,99mtc - Dtpa,NA
