codigo_pdm,codigo_br,nome_item,embedding
18192,466366,"tiotrópio brometo, composição:associado ao olodaterol, concentração:2,5 mcg/dose + 2,5 mcg/dose, forma farmacêutica:solução p/ inalação, característica adicional:com inalador","[ 0.03513658  0.01810257  0.00923024 ...  0.03557918  0.00870264
 -0.0057396 ]"
19812,466368,"eszopiclona, concentração:3 mg","[-0.00543458 -0.06368353  0.06162861 ...  0.01023152  0.00913556
 -0.00696682]"
10761,466430,"pirazinamida, concentração:150 mg, forma farmaceutica:comprimido dispersível","[ 0.00223434 -0.0041099   0.00237207 ...  0.02954554 -0.02072616
  0.02959513]"
10461,466489,"paroxetina cloridrato, concentraçao:25 mg","[ 0.0255305  -0.02354421 -0.04790139 ...  0.03165412 -0.00794419
  0.03307751]"
19584,466491,"probiótico, composição:lactobacillus acidophillus,lactobacillus paracasei, adicional:bifidobacterium bifidum, bifidobacterium lactis, concentração:20 bilhões de ufc","[-0.01032502 -0.02170155  0.02157727 ...  0.01900815 -0.04102235
  0.03404703]"
19816,466492,"ácido cólico, concentração:50 mg","[ 0.00774601 -0.03655359  0.0337389  ...  0.02739738 -0.01008935
  0.02418893]"
14625,466498,"etilenodiaminotetracético cálcico, concentração:3 mg/ml, forma farmacêutica:solução oftálmica, característica adicional:especialmente manipulada","[-0.00260356  0.01670523  0.01935308 ...  0.06052761  0.00877803
  0.03288307]"
13470,466524,"vitaminas do complexo b, composição básica:b1, b2, b3, b5, b6, b12, forma farmacêutica:solução oral","[-0.04225665 -0.00509606  0.00532184 ...  0.01361591 -0.0051361
 -0.00192382]"
10348,466566,"pantoprazol, composição:sódico sesqui-hidratado, concentração:20 mg, adicional:liberação controlada","[ 0.09791705 -0.03297989  0.05039784 ...  0.02467956  0.00510687
  0.06313831]"
5077,466603,"clindamicina, concentração:10 mg/g, forma farmaceutica:gel","[-0.09241161 -0.0030092  -0.03195816 ...  0.04443353  0.02227337
  0.02146384]"
8209,466624,"hialuronato de sódio, quantidade motores:0,4%, forma farmacêutica:solução oftálmica","[ 0.02888055 -0.0114235   0.02437478 ...  0.01986184  0.02847866
  0.00923111]"
19654,466650,"dupilumabe, concentração:175 mg/ml, forma farmacêutica:solução injetável, adicional:seringa preenchida","[-0.07736479 -0.03775706  0.02317156 ...  0.0567416   0.00983017
 -0.00754716]"
18797,466653,"enfuvirtida, concentraçao:35 mg","[-7.2044246e-03 -1.7007025e-02  2.9804727e-02 ...  2.6930448e-02
 -6.1278606e-06  3.8528461e-02]"
18797,466654,"enfuvirtida, concentraçao:150 mg","[-0.00991954 -0.00522846  0.02985035 ...  0.03253907 -0.01652487
  0.03420806]"
12314,466948,"sulfadiazina, concentração:150 mg, característica adicional*:formulação especialmente manipulada","[ 0.00347681  0.01231798 -0.03605167 ...  0.02980087 -0.00291299
  0.04731813]"
10768,466949,"pirimetamina, concentração:1 mg, característica adicional:formulação especialmente manipulada","[-0.0507364  -0.01648843  0.00361568 ... -0.00041099 -0.01001436
 -0.00040115]"
10768,466950,"pirimetamina, concentração:4 mg, característica adicional:formulação especialmente manipulada","[-0.04743472 -0.01178659  0.02045648 ...  0.00595707 -0.00510425
  0.01422671]"
2517,466951,"anfotericina b, concentração:5 mg/ml, forma farmaceutica:solução oftálmica, adicional:formulação especialmente manipulada","[-0.02320138 -0.01059575  0.02714697 ...  0.03932377 -0.02204036
 -0.00501668]"
354,466952,"ácido fólico, concentração:1 mg/ml, forma farmaceutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.0182491  -0.02576943  0.01866822 ...  0.04168444 -0.01331967
  0.01469511]"
14550,466976,"mirtazapina, concentração:45 mg, forma farmacêutica:orodispersível","[-0.01635704 -0.07280791  0.06830935 ...  0.04654824 -0.03042585
 -0.01380163]"
2363,466978,"alprostadil, concentraçao:50 mcg/ml, forma farmaceutica:solução injetável, característica adicional:formulação especialmente manipulada","[-0.00139423 -0.02643505  0.017311   ...  0.05116219  0.02917895
  0.00635892]"
18910,466979,"trisglicinato de ferro, concentração:4 mg/ml, forma farmacêutica:xarope, adicional:formulação especialmente manipulada","[-0.02691013 -0.01184788 -0.0064226  ...  0.00438851  0.02147124
  0.0139531 ]"
9802,466980,"mitomicina, concentração:0,03%, forma farmaceutica:pó p/ solução oftálmica, características adicionais:especialmente manipulado","[ 0.01351157 -0.06072965 -0.0143415  ...  0.03528403  0.02190516
 -0.01005167]"
8291,466981,"azul brilhante g, concentração:0,025%, forma farmacêutica:solução estéril, corante intraocular, adicional:formulação especialmente manipulada","[-0.05956297  0.05527945  0.03851781 ...  0.02619654  0.05172877
 -0.00896641]"
10348,466983,"pantoprazol, composição:magnésico di-hidratado, concentração:40 mg, adicional:liberação controlada","[ 0.04223498 -0.0270934   0.05558324 ...  0.04075063 -0.02997382
  0.05877976]"
6035,466985,"dapsona ( dds ), concentração:6 mg/ml, forma farmacêutica:solução oral, adicional:formulação especialmente manipulada","[ 0.00070875 -0.05083201  0.04648191 ...  0.03084487 -0.02817718
  0.00993265]"
17686,467007,"interferona, composição:gama 1b, concentração:200 mcg/ml, forma farmaceutica:solução injetável","[ 0.01151781  0.02213968  0.01399683 ...  0.02926541 -0.00695518
 -0.00879345]"
8009,467009,"tiopronina, concentração:100 mg","[ 2.8313787e-03 -4.4727143e-02 -1.5932338e-02 ...  9.6032898e-05
  9.3626855e-03 -9.4359618e-04]"
19009,467031,"darunavir, concentração:800 mg","[-0.02030349 -0.03356881 -0.00630504 ...  0.01625944 -0.00660576
  0.00172892]"
19821,467058,"patisirana, composição:sódica, concentração:2 mg/ml, forma farmacêutica:injetável","[ 0.01485005 -0.04688017  0.00537968 ...  0.07649327  0.01687277
  0.01013892]"
19822,467108,"tenofovir alafenamida, concentração:25 mg","[ 0.02143436 -0.00059842  0.01358563 ... -0.00526008 -0.01826806
  0.04748822]"
19823,467190,"pomalidomida, concentração:1 mg","[ 0.00759926 -0.0332712  -0.0261387  ...  0.01171561  0.0270878
  0.00527587]"
19732,467444,"alfa-asfotase, concentração:100 mg/ml, forma farmacêutica:solução injetável","[-0.00028703 -0.05018082  0.03437147 ...  0.03440286  0.02183495
  0.00950215]"
354,467580,"ácido fólico, concentração:1 mg, característica adicional:formulação especialmente manipulada","[-0.01361668 -0.03699902  0.02242976 ...  0.0162217  -0.00802925
  0.02538638]"
8222,467581,"hidrocortisona, concentração*:1 mg, adicional:formulação especialmente manipulada","[-0.01685956 -0.00193838  0.01905642 ...  0.00467542  0.01931827
  0.00012792]"
12304,467582,"sucralfato, concentração:500 mg, características adicionais:formulação especialmente manipulada","[-0.02071929  0.01870698  0.00567246 ... -0.00888338  0.01182451
  0.02953863]"
19549,467583,"tocoferol, concentração:100 mg, características adicionais:formulação especialmente manipulada","[-0.00459549 -0.04096849 -0.00193155 ... -0.01326069 -0.02732583
  0.01339329]"
17391,467584,"codeína, concentração:20 mg/ml, forma farmacêutica:solução oral - gotas, característica adicional:especialmente manipulado","[ 0.03121247 -0.03479388 -0.02535074 ...  0.0330767  -0.03368094
 -0.00476892]"
13297,467585,"vancomicina cloridrato, concentração:25 mg/ml, forma farmaceutica:solução oftálmica, característica adicional:formulação especialmente manipulada","[-0.03725474 -0.00241668 -0.02932177 ...  0.05346669 -0.00860849
  0.00665262]"
19827,467651,"galcanezumabe, concentração:120 mg/ml, forma farmacêutica:injetável, características adicionais:seringa preenchida","[-0.04182618 -0.0024056   0.02309205 ...  0.04300883  0.02207847
 -0.00178908]"
15398,468392,"multivitaminas, composição de vitaminas:vits: a, d, composição de sais minerais:minerais: cu, fe, se, zn, composição de aminoácidos:colina, outros componentes:ácido fólico, forma farmacêutica 1:solução oral, características adicionais:com seringa dosadora","[-0.03206396 -0.02371447 -0.01695821 ...  0.04870952 -0.02431734
 -0.00692375]"
18455,468624,"extrato medicinal, princípio ativo:óleo de canabidiol, composição:óleo de cânhamo descarboxilado e óleo de tcm, concentração:5000 mg, forma farmacêutica:em solução oleosa","[-0.01519698 -0.0524683  -0.01555601 ...  0.04967536  0.01181313
 -0.02972324]"
8428,468664,"insulina, tipo:análoga de ação prolongada, concentração:100 ui/ml, forma farmaceutica:solução injetável, adicionais:c/ sistema de aplicação","[-0.04236979  0.04255761  0.02846473 ...  0.04856951  0.02108766
 -0.03363851]"
1872,468946,"ácido ascórbico, concentração:500 mg, forma farmaceutica:comprimido efervescente","[ 0.0416189  -0.01531212  0.0362428  ...  0.01956943 -0.00500142
  0.02713224]"
4517,468947,"carbonato de lítio, concentração:450 mg, características adicionais:liberação prolongada","[-0.02007609 -0.00108313 -0.01113884 ...  0.0190672   0.01467812
  0.01878765]"
12328,468963,"paliperidona, composição:na forma palmitato, concentração:200 mg/ml, forma farmacêutica:suspensão injetável, liberação prolongada","[-0.0746309  -0.0166721  -0.00066228 ...  0.07715321  0.03080945
  0.03484803]"
2360,469041,"alopurinol, concentração:50 mg, característica adicional:medicamento especialmente manipulado","[-0.02302403 -0.01065776  0.02701366 ...  0.00103188  0.00064943
 -0.01964292]"
5118,469042,"cloreto de sódio, concentraçao:20%, forma farmaceutica:solução oral, características adicionais 1:formulação especialmente manipulada","[-0.00806971  0.00836358 -0.02438544 ...  0.00263549 -0.0165067
  0.01940535]"
7024,469043,"espironolactona, concentração:10 mg, característica adicional:formulação especialmente manipulada","[-0.06157277 -0.04246706  0.04309489 ... -0.01249822 -0.0159749
  0.04053776]"
7024,469044,"espironolactona, concentração:3 mg/ml, forma farmacêutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.07009133 -0.02198428  0.04811893 ...  0.03605545 -0.02253936
  0.00187794]"
8220,469045,"hidroclorotiazida, concentração:10 mg, característica adicional:formulação especialmente manipulada","[-0.01239038 -0.01446466 -0.01700371 ...  0.0135351   0.01307741
  0.0163201 ]"
8362,469046,"indometacina, concentração:10 mg, características adicionais:formulação especialmente manipulada","[-0.00251522 -0.03995137  0.00013127 ...  0.00167843 -0.02007726
  0.0087286 ]"
1249,469047,"bicarbonato de sódio, concentração:250 mg, característica adicional:especialmente manipulado","[ 0.03244698 -0.0340539   0.01873927 ...  0.02330993 -0.00996133
  0.02020965]"
17999,469229,"etanercepte, concentraçao:25 mg, forma farmaceutica:injetável","[-0.00599867 -0.0021212   0.05786173 ...  0.02698311 -0.02207859
  0.00492123]"
19584,469426,"probiótico, composição:bacillus clausii, concentração:2 bilhões de ufc, forma farmacêutica:suspensão oral","[-0.0096627   0.02775377  0.02844384 ...  0.03069087 -0.04260617
  0.01440499]"
19836,469504,"onasemnogene abeparvovec-xioi, concentração:2.0 x 10¹³ vg/ml, forma farmacêutica:suspensão injetável","[ 0.00017938 -0.02130876  0.04018962 ...  0.03410399  0.00476633
  0.01795635]"
8805,469553,"arginina, composição:l-arginina, concentração:500 mg/ml, forma farmacêutica:solução injetável, característica adicional:formulação especialmente manipulada","[-0.04171547  0.00030291  0.00182669 ...  0.06221819  0.02669055
 -0.01732795]"
6147,469556,"lisina, composição:l-lisina, concentração:500 mg/ml, forma farmacêutica:solução injetável, adicional:formulação especialmente manipulada","[-0.01940355  0.00171828  0.02662436 ...  0.02716359  0.01719729
  0.01477494]"
5272,469786,"cloroquina, concentração:450 mg, adicional:formulação especialmente manipulada","[-0.01649303 -0.01283275  0.00299787 ...  0.02272787 -0.01369257
  0.01715653]"
4731,469929,"ceftriaxona sódica, concentração:500 mg, forma farmaceutica:pó p/ solução injetável + diluente","[-0.00490945 -0.05163091 -0.04253028 ...  0.03044461  0.01420936
  0.00162233]"
4731,469930,"ceftriaxona sódica, concentração:500 mg, forma farmaceutica:pó p/ solução injetável + lidocaína","[ 0.00428907 -0.05234401 -0.05974451 ...  0.02861525  0.00709506
  0.01063207]"
4731,470003,"ceftriaxona sódica, concentração:250 mg, forma farmaceutica:pó p/ solução injetável + diluente","[-0.01206971 -0.05939632 -0.03134295 ...  0.04082971  0.02275776
  0.00814636]"
4731,470004,"ceftriaxona sódica, concentração:250 mg, forma farmaceutica:pó p/ solução injetável + lidocaína","[-0.00274849 -0.05945227 -0.04942647 ...  0.03860496  0.01530216
  0.01718973]"
18455,470025,"extrato medicinal, princípio ativo:extrato seco de senna alexandrina, concentração:66,66 mg","[-0.02511112 -0.03477239  0.00843466 ...  0.02424641 -0.00797901
  0.01389205]"
19841,470093,"selênio, concentração:60 mcg/ml, forma farmacêutica:solução injetável","[-0.01642794  0.04944282 -0.02205982 ...  0.02187495  0.03188991
  0.02156069]"
6240,470130,"beclometasona dipropionato, composição:assoc. c/ brometo glicopirrônio e formoterol, concentração:100 + 12,5 + 6 mcg/dose, forma farmaceutica:aerossol oral, característica adicional:com inalador","[-0.02048392 -0.0240389   0.03328177 ...  0.03759497 -0.02456562
 -0.01554358]"
19842,470184,"rifapentina, concentração:150 mg","[-0.01308251 -0.04288389  0.04650036 ...  0.0166481  -0.00844688
  0.02742685]"
5272,470254,"cloroquina, concentração:500 mg, adicional:formulação especialmente manipulada","[-0.01129222  0.00305692 -0.0132119  ...  0.01513779  0.00022249
  0.01697119]"
13372,470429,"venlafaxina, composição:sal cloridrato, concentração:150 mg","[-0.00409387 -0.00841553 -0.01699311 ...  0.04864522 -0.04981752
  0.04895213]"
2362,470478,"alprazolam, concentração:2 mg, adicional:liberação lenta","[ 0.0049065  -0.04014749  0.08916566 ...  0.02199617 -0.04088716
  0.00405317]"
19846,470479,"tafenoquina, composição:succinato, concentração:150 mg","[ 0.03403336  0.00274052 -0.01446473 ...  0.03714443  0.00457382
  0.00856317]"
19847,470480,"perampanel, concentração:6 mg","[-0.03296538 -0.02370027  0.04384179 ... -0.00360724 -0.02178966
  0.01721455]"
19847,470481,"perampanel, concentração:8 mg","[-0.04497481 -0.04284829  0.04273005 ... -0.00567154 -0.01489136
  0.03110332]"
19847,470482,"perampanel, concentração:2 mg","[-0.06073386 -0.02227015  0.04287005 ...  0.00401148 -0.02203031
  0.01119694]"
19847,470483,"perampanel, concentração:4 mg","[-0.05064348 -0.00536266  0.05056067 ... -0.00495162 -0.02685057
  0.0257433 ]"
19847,470484,"perampanel, concentração:10 mg","[-0.0375544  -0.02851457  0.02259606 ... -0.01636644 -0.02051283
  0.04028391]"
19847,470485,"perampanel, concentração:12 mg","[-0.05659692 -0.03693505  0.0382671  ... -0.00821503 -0.01982681
  0.02691476]"
19848,470668,"darolutamida, concentração:300 mg","[-0.01177199 -0.04046408 -0.00585021 ...  0.03878615  0.01883056
 -0.01166831]"
19849,470669,"penciclovir, concentração:10 mg/g, forma farmacêutica:creme labial","[-0.02919654 -0.01908281  0.02373572 ...  0.0147975   0.01513319
  0.03197307]"
19718,470824,"edoxabana, composição:tosilato, concentração:15 mg","[ 0.03061082 -0.04589317  0.01813597 ... -0.00467196 -0.03227296
  0.03086949]"
19851,471038,"brigatinibe, concentração:180 mg","[ 0.00482022 -0.03420787 -0.01461117 ...  0.01197967  0.00642104
  0.00889255]"
19851,471039,"brigatinibe, concentração:30 mg","[ 0.01055022 -0.03753142 -0.02053542 ...  0.01265699  0.02169707
  0.0138224 ]"
19851,471040,"brigatinibe, concentração:90 mg","[-0.00924614 -0.04609753 -0.01002722 ...  0.00866186  0.02527783
  0.01216729]"
5804,471296,"contraste radiológico, tipo:não iônico, composição:à base de gadobutrol, concentração:604,72 mg/ml ou equivalente a 1 mmol/ml, forma farmacêutica:solução injetável","[-0.00200484 -0.02265782  0.03282484 ...  0.03145853 -0.02608129
 -0.00206158]"
19584,471346,"probiótico, composição:saccharomyces boulardii - 17, concentração:250 mg, forma farmacêutica:pó oral","[ 0.00228874 -0.01846632 -0.0007144  ...  0.04174331 -0.0394807
 -0.01015838]"
2623,471379,"melatonina, concentração:5 mg, características adicionais:especialmente manipulado","[ 0.01666837 -0.03254332  0.01716689 ... -0.01235553 -0.00676317
  0.00438639]"
1795,471763,"ivermectina, concentração:18 mg, características adicionais:formulação especialmente manipulada","[ 0.0171059  -0.02177831  0.02128651 ...  0.02022687 -0.03386011
 -0.02010701]"
9526,471880,"medicamento homeopático, composição:à base de camphora, escala:1 mfc, forma farmaceutica:solução oral - gotas","[-0.00419373  0.01398949  0.0167658  ...  0.01671696 -0.02989673
 -0.03100539]"
9526,471881,"medicamento homeopático, composição:à base de arsenicum álbum, escala:30 ch","[ 0.04758406  0.02813517 -0.03547997 ... -0.00148237  0.01323618
  0.02247591]"
9526,471882,"medicamento homeopático, composição:à base de veratum álbum, escala:30 ch","[ 0.04822099  0.00219242 -0.02464883 ...  0.00798907 -0.01663999
  0.00922606]"
9526,471883,"medicamento homeopático, composição:à base de bryonia alba, escala:30 ch","[ 0.01089582  0.01351072 -0.0655555  ... -0.0113773   0.01843657
  0.01992385]"
9526,471884,"medicamento homeopático, composição:à base de carbo vegetabilis, escala:30 ch","[ 0.03333345 -0.0248961  -0.00952619 ...  0.00152717  0.02162584
  0.03700209]"
9526,471885,"medicamento homeopático, composição:à base de antimonium tartaricum, escala:30 ch","[ 0.0291302   0.01258271 -0.03773893 ...  0.01448509 -0.02677238
 -0.00931315]"
9526,471886,"medicamento homeopático, composição:à base de phosphorus, escala:30 ch","[ 0.05670762 -0.02278149 -0.02787737 ... -0.00040072  0.01837563
  0.01302516]"
9526,471887,"medicamento homeopático, composição:à base de camphora, escala:10 mfc","[-0.00148483 -0.00174463  0.01617189 ... -0.00163324 -0.00850254
  0.01194644]"
9526,471888,"medicamento homeopático, composição:à base de camphora, escala:1 mfc","[-0.00758284  0.01309992  0.02072283 ...  0.00276456 -0.01853198
 -0.01140774]"
9526,471889,"medicamento homeopático, composição:à base de phosphorus, antimonium tartaricum, apresentação:carbo vegetabilis, arsenicum album, bryonia alba, características adicionais:veratum álbum, escala:30 + 30 + 30 + 30 + 30 + 30 ch, forma farmaceutica:solução oral - gotas","[ 0.05826715  0.00999109 -0.00519393 ... -0.0150926  -0.02568227
 -0.01000742]"
19419,472138,"buprenorfina, concentração:40 mg, forma farmacêutica:adesivo transdérmico","[-0.05067071 -0.01092882 -0.00256746 ...  0.01699153 -0.05382421
  0.02318919]"
19419,472139,"buprenorfina, concentração:30 mg, forma farmacêutica:adesivo transdérmico","[-0.04264954 -0.01097905 -0.01975153 ...  0.03631768 -0.04548046
  0.02315809]"
19858,472278,"baricitinibe, concentração:4 mg","[ 0.04979505 -0.00928197 -0.04196474 ...  0.03584968  0.04908488
  0.01652102]"
5400,472724,"zinco, composição:acetato, associado ao sulfato de cobre, concentração:2 mg/ml + 0,2 mg/ml, forma farmacêutica:xarope, característica adicional:formulação especialmente manipulada","[ 0.01180831 -0.00398893  0.02751275 ...  0.0120494  -0.01794824
  0.00378505]"
18272,472780,"aripiprazol, concentração:1 mg/ml, forma farmacêutica:suspensão oral","[ 0.00176663 -0.0153618   0.07715238 ...  0.04420504 -0.03241798
  0.0222115 ]"
10422,472785,"paracetamol, concentração:10 mg/ml, forma farmaceutica:injetável, característica adicional:em bolsa de câmara tripla","[-0.01474043 -0.04143292  0.05598275 ...  0.01447289 -0.02808895
  0.00232304]"
17907,472836,"sulfato de zinco, concentração:20 mg, forma farmaceutica:comprimido dispersível","[ 0.01297121  0.00363589  0.00583375 ... -0.0320307  -0.02184965
  0.02257528]"
19858,473091,"baricitinibe, concentração:2 mg","[ 0.03827731 -0.02371435 -0.04899365 ...  0.04278433  0.05298119
  0.00289009]"
8820,473155,"ácido acético, concentração:3%, forma farmacêutica:solução tópica, característica adicional:formulação especialmente manipulada","[ 0.02114236 -0.02605088  0.02048337 ...  0.05831539  0.00330769
  0.00196135]"
2623,473195,"melatonina, concentração:300 mcg, características adicionais:especialmente manipulado","[-0.00780721 -0.03094708 -0.00838116 ...  0.01196729  0.0030571
  0.00437203]"
19113,473229,"polidocanol, concentração:2,5 mg/ml, forma farmacêutica:solução injetável, adicional:formulação especialmente manipulada","[-0.04602727 -0.04360043  0.00460613 ...  0.0212571   0.00214241
  0.03443866]"
19113,473230,"polidocanol, concentração:20 mg/ml, forma farmacêutica:solução injetável, adicional:formulação especialmente manipulada","[-0.03141091 -0.03707458 -0.00300102 ...  0.01117211  0.00558731
  0.04723145]"
10977,473253,"polihexanida, composição:associada ao alfa-bisabolol, forma farmacêutica:gel","[ 0.0094142  -0.03131022  0.00521781 ...  0.03049511 -0.00915936
  0.02525578]"
19859,473269,"dinutuximabe, composição:beta, concentração:4,5 mg/ml, forma farmacêutica:solução injetável","[-0.02861767 -0.05127092 -0.0078063  ...  0.07135567  0.00494677
 -0.01275067]"
19860,473270,"sargramostim, concentração:250 mcg, forma farmacêutica:pó liófilo p/ injetável","[-0.02244587 -0.04658012  0.0108798  ...  0.03750911  0.01913395
 -0.00023229]"
19861,473332,"brexpiprazol, concentração:0,25 mg","[-0.01419482 -0.04943406  0.02565912 ... -0.00592546 -0.0180837
  0.04417429]"
19861,473333,"brexpiprazol, concentração:0,5 mg","[-0.01423717 -0.04625546  0.02836458 ... -0.01284554 -0.02744405
  0.04362026]"
19861,473334,"brexpiprazol, concentração:1 mg","[-0.01155974 -0.04322993  0.01946793 ... -0.0064128  -0.02114487
  0.03763711]"
19861,473335,"brexpiprazol, concentração:2 mg","[-0.02278185 -0.0512966   0.027512   ...  0.00173786 -0.0221644
  0.03985869]"
19861,473336,"brexpiprazol, concentração:3 mg","[-0.01380939 -0.04830047  0.02111071 ...  0.00804432 -0.022357
  0.03774027]"
17851,473337,"memantina, concentração:5 mg, forma farmacêutica:orodispersível","[-0.00345485 -0.0291028   0.01453447 ...  0.05097999 -0.01214831
 -0.04285666]"
17851,473338,"memantina, concentração:10 mg, forma farmacêutica:orodispersível","[-0.00173911 -0.04126745  0.00043369 ...  0.04874765 -0.00823676
 -0.02484188]"
17851,473339,"memantina, concentração:20 mg, forma farmacêutica:orodispersível","[-0.00253546 -0.02662634  0.01242632 ...  0.05264704 -0.00878646
 -0.02733733]"
17851,473340,"memantina, concentração:15 mg, forma farmacêutica:orodispersível","[-0.00350285 -0.03190498  0.00826984 ...  0.05135354 -0.01226297
 -0.03193595]"
19862,473341,"crizanlizumabe, concentração:10 mg/ml, forma farmacêutica:injetável","[-0.02213023  0.01647201  0.0130054  ...  0.01370126  0.04214007
 -0.00523035]"
6226,473342,"diosmina, concentração:600 mg","[-0.00312144 -0.02709291  0.013216   ...  0.02876303 -0.01049309
  0.0120272 ]"
19812,473343,"eszopiclona, concentração:2 mg","[-0.01360703 -0.0657249   0.0687597  ...  0.00405807  0.01051864
 -0.00418132]"
18455,473392,"extrato medicinal, princípio ativo:extrato seco de senna alexandrina, composição:associado com cassia fistula, concentração:28,9 mg + 19,5 mg","[ 0.00145638 -0.04109495  0.0234465  ...  0.02611831  0.00237335
  0.01613728]"
18455,473533,"extrato medicinal, composição:brassica oleracea, forma farmacêutica:pomada","[ 0.00156538  0.01892674 -0.01700342 ...  0.00018853 -0.02446233
 -0.02780674]"
10977,473579,"polihexanida, concentração:0,1%, forma farmacêutica:gel","[-0.04081398 -0.03125461 -0.03497192 ...  0.02277002  0.00191572
  0.02765687]"
15398,473598,"multivitaminas, composição de vitaminas:vits: a, b1, b2, b3, b5, b6, b12, c, d, e, h, composição de sais minerais:minerais: ca, cr, cu, fe, i, mg, mn, mo, se, zn, outros componentes:ácido fólico, forma farmacêutica 1:pastilha mastigável","[ 0.02607045 -0.03575944 -0.00450089 ...  0.04062212  0.00102329
 -0.00161548]"
7787,473623,"fosfato de sódio, composição:monobásico e dibásico, fosfato de potássio, concentração:30 mg + 852 mg + 155 mg, característica adicional:especialmente manipulado","[ 0.0612371  -0.11276013 -0.01483245 ...  0.01522646 -0.00821147
  0.03954563]"
16326,473669,"dapagliflozina, concentração:25 mg","[-0.0140084  -0.04484322  0.04166635 ...  0.02810179  0.02496183
  0.0218637 ]"
17893,473678,"valsartana, composição:associado ao perindopril arginina, concentração:14 mg + 10 mg","[ 0.02966252 -0.02829455  0.00879647 ...  0.0562944   0.00453263
  0.04646584]"
11153,473679,"prednisolona, concentração:40 mg","[-0.01631957 -0.03629564 -0.02636702 ...  0.00439558 -0.0030853
  0.03529053]"
19863,473680,"eliglustate, concentração:84 mg","[4.0029349e-06 6.6283429e-03 3.8705632e-02 ... 3.8389298e-03 1.4829245e-02
 2.4416402e-02]"
19864,473681,"vonoprazana, concentração:10 mg","[ 0.00616166 -0.02869367 -0.0250556  ...  0.0048931  -0.05856574
  0.031688  ]"
19864,473682,"vonoprazana, concentração:20 mg","[ 0.0072202  -0.00851185 -0.01300717 ...  0.01029766 -0.0615782
  0.02846548]"
11758,473683,"risedronato sódico, concentração:35 mg, adicional:liberação controlada","[ 0.03516993 -0.02589222 -0.01268853 ...  0.01259948  0.02220829
  0.03446446]"
1631,473748,"colecalciferol, concentração:400 ui, características adicionais:formulação especialmente manipulada","[-0.04988372  0.01656088 -0.01686247 ...  0.00326767 -0.01585419
  0.03137057]"
8428,473861,"insulina, tipo:análoga de ação rápida, concentração:100 ui/ml, forma farmaceutica:solução injetável","[-0.03054599  0.04319103  0.02932951 ...  0.0538609  -0.00153413
 -0.02931266]"
17907,474130,"sulfato de zinco, concentração:220 mg, característica adicional:formulação especialmente manipulada","[-0.00870189  0.00265793  0.01221967 ... -0.02632261 -0.01441412
  0.03318934]"
13147,474131,"ubidecarenona, concentração:60 mg/ml, forma farmacêutica:xarope, característica adicional:medicamento especialmente manipulado","[-0.01887311 -0.03778393 -0.01743378 ...  0.00087835 -0.04452761
  0.03409397]"
18244,474233,"radiofármaco - radioisótopo, nome:225ac - nitrato de actínio, concentração radioativa:58.000 ci/g, forma farmacêutica:injetável, pureza química:pureza mínima de 99%","[-0.05143094 -0.0223812  -0.01174844 ...  0.03187939  0.00556109
  0.05324804]"
19800,474285,"trifluridina, composição:associado tipiracilo, concentração:15 mg + 6,14 mg","[ 0.04920074 -0.02644196 -0.01573073 ...  0.03870702  0.03303863
  0.04752913]"
15398,474286,"multivitaminas, composição de vitaminas:vits: a, b1, b2, b3, b5, b6, b12, d, composição de sais minerais:minerais: fe, mg, mn","[-0.01021069 -0.03660873 -0.01807537 ...  0.02175762 -0.01554826
 -0.00565204]"
9526,474380,"medicamento homeopático, composição:à base de hyoscyamus niger, escala:30 ch","[-0.0095988  -0.03121367 -0.02091258 ...  0.00411801  0.03566951
  0.02686419]"
18455,474398,"extrato medicinal, composição:citrus medica l, forma farmacêutica:creme","[-0.01099702  0.00247371  0.02281682 ...  0.01365134 -0.01534742
 -0.03696084]"
19869,474470,"ivosidenibe, concentração:250 mg","[ 0.00566201 -0.01492314 -0.02234085 ...  0.04937177 -0.00932324
  0.01694869]"
19870,474489,"elexacaftor, composição:associado ao tezacaftor e ivacaftor, concentração:100 mg + 50 mg + 75 mg","[ 0.00103219 -0.02822243  0.06480268 ...  0.05088491  0.00295667
  0.04731932]"
18455,474490,"extrato medicinal, princípio ativo:guaco (mikania glomerata spreng.), concentração:0,0325 ml/ml, forma farmacêutica:xarope","[-0.02461545 -0.02541794 -0.03681134 ...  0.04958909  0.01568083
 -0.0176821 ]"
19871,474515,"brivaracetam, concentração:25 mg","[-0.00548969 -0.01910677  0.00926485 ...  0.02248088  0.01142837
  0.03310255]"
19871,474516,"brivaracetam, concentração:75 mg","[-0.02107214 -0.02103486  0.01144144 ...  0.02968651 -0.00289409
  0.02021976]"
19871,474517,"brivaracetam, concentração:10 mg","[ 0.00196668 -0.02806008 -0.00702236 ...  0.01602334  0.00594285
  0.04251475]"
19871,474518,"brivaracetam, concentração:50 mg","[ 0.00276856 -0.00847223  0.01096474 ...  0.00845293  0.01148116
  0.02060753]"
19871,474519,"brivaracetam, concentração:100 mg","[-0.01103231 -0.02166457 -0.01302462 ...  0.02416355  0.00140604
  0.03338585]"
19871,474520,"brivaracetam, concentração:10 mg/ml, forma farmacêutica:solução injetável","[-0.0449527  -0.01622962  0.00570458 ...  0.04711341  0.01946041
  0.02496307]"
