numero_controle_pncp,numero_item,tipoBeneficioNome,aplicabilidadeMargemPreferenciaNormal,percentualMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaAdicional,tipoMargemPreferencia.codigo,criterioJulgamentoNome,tipoMargemPreferencia.nome,tipoMargemPreferencia,exigenciaConteudoNacional,_merge,srp,_merge_srp
01740489000109-1-000035/2022,5,,,,,,,,,,,left_only,False,both
01740489000109-1-000035/2022,8,,,,,,,,,,,left_only,False,both
01740489000109-1-000035/2022,9,,,,,,,,,,,left_only,False,both
01740489000109-1-000035/2022,10,,,,,,,,,,,left_only,False,both
07791947000107-1-000133/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000133/2023,2,,,,,,,,,,,left_only,False,both
07791947000107-1-000111/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000103/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000085/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000084/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000077/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000061/2023,1,,,,,,,,,,,left_only,False,both
07791947000107-1-000036/2023,2,,,,,,,,,,,left_only,False,both
07791947000107-1-000036/2023,7,,,,,,,,,,,left_only,False,both
07791947000107-1-000025/2023,2,,,,,,,,,,,left_only,False,both
07791947000107-1-000025/2023,3,,,,,,,,,,,left_only,False,both
07791947000107-1-000025/2023,4,,,,,,,,,,,left_only,False,both
07791947000107-1-000025/2023,8,,,,,,,,,,,left_only,False,both
07791947000107-1-000025/2023,10,,,,,,,,,,,left_only,False,both
04567897000190-1-000071/2025,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
01409580000138-1-000235/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
01409580000138-1-000235/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
01409580000138-1-000235/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
04567897000190-1-000071/2025,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
01815216000178-1-000031/2023,10,,,,,,,,,,,left_only,False,both
01815216000178-1-000054/2022,8,,,,,,,,,,,left_only,False,both
88566872000162-1-000005/2023,1,Não se aplica,False,,False,,,Menor preço,,,False,both,False,both
88566872000162-1-000005/2023,2,Não se aplica,False,,False,,,Menor preço,,,False,both,False,both
00394452000103-1-007937/2022,2,,,,,,,,,,,left_only,False,both
00394452000103-1-007937/2022,3,,,,,,,,,,,left_only,False,both
00394502000144-1-004827/2022,1,,,,,,,,,,,left_only,False,both
88566872000162-1-000014/2022,1,,,,,,,,,,,left_only,True,both
88566872000162-1-000014/2022,4,,,,,,,,,,,left_only,True,both
00394502000144-1-009959/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-012712/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-009959/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394502000144-1-006248/2022,1,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,2,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,4,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,5,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,6,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,7,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,8,,,,,,,,,,,left_only,False,both
00394502000144-1-006248/2022,9,,,,,,,,,,,left_only,False,both
00394502000144-1-005168/2022,1,,,,,,,,,,,left_only,False,both
00394502000144-1-002285/2022,1,,,,,,,,,,,left_only,False,both
00394502000144-1-001414/2022,1,,,,,,,,,,,left_only,False,both
00394502000144-1-001414/2022,2,,,,,,,,,,,left_only,False,both
10701551000136-1-000100/2022,5,,,,,,,,,,,left_only,False,both
10701551000136-1-000007/2022,4,,,,,,,,,,,left_only,False,both
10701551000136-1-000007/2022,6,,,,,,,,,,,left_only,False,both
10701551000136-1-000001/2022,1,,,,,,,,,,,left_only,False,both
11055682000156-1-000364/2023,1,,,,,,,,,,,left_only,False,both
11055682000156-1-000324/2023,1,,,,,,,,,,,left_only,False,both
11055682000156-1-000265/2023,1,,,,,,,,,,,left_only,False,both
11055682000156-1-000164/2023,1,,,,,,,,,,,left_only,False,both
11055682000156-1-000161/2023,3,,,,,,,,,,,left_only,False,both
11055682000156-1-000032/2023,1,,,,,,,,,,,left_only,False,both
15126437000143-1-000766/2022,5,,,,,,,,,,,left_only,False,both
15126437000143-1-000766/2022,7,,,,,,,,,,,left_only,False,both
15126437000143-1-000711/2022,1,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,1,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,2,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,3,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,4,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,5,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,6,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,8,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,9,,,,,,,,,,,left_only,False,both
10662072000158-1-000002/2022,10,,,,,,,,,,,left_only,False,both
10662072000158-1-000001/2022,8,,,,,,,,,,,left_only,False,both
10662072000158-1-000001/2022,9,,,,,,,,,,,left_only,False,both
05012896000142-1-000247/2023,1,,,,,,,,,,,left_only,False,both
05012896000142-1-000247/2023,5,,,,,,,,,,,left_only,False,both
05012896000142-1-000247/2023,6,,,,,,,,,,,left_only,False,both
05012896000142-1-000247/2023,8,,,,,,,,,,,left_only,False,both
05012896000142-1-000247/2023,10,,,,,,,,,,,left_only,False,both
45739083000173-1-000147/2023,1,,,,,,,,,,,left_only,False,both
45739083000173-1-000034/2023,1,,,,,,,,,,,left_only,False,both
76416940000128-1-002992/2023,3,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002948/2023,2,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
04567897000190-1-000071/2025,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
76416940000128-1-002527/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002527/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002295/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002295/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002295/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002709/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002197/2023,1,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002197/2023,2,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002197/2023,4,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
04567897000190-1-000071/2025,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
04567897000190-1-000071/2025,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
00394452000103-1-008330/2022,4,,,,,,,,,,,left_only,False,both
32370759000152-1-000005/2022,3,,,,,,,,,,,left_only,False,both
32370759000152-1-000005/2022,4,,,,,,,,,,,left_only,False,both
11661424000113-1-000025/2022,1,,,,,,,,,,,left_only,False,both
11661424000113-1-000025/2022,2,,,,,,,,,,,left_only,False,both
76416940000128-1-000918/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-001711/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002295/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-002295/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-001903/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-001903/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-001903/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
76416940000128-1-001903/2023,5,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
11661424000113-1-000025/2022,9,,,,,,,,,,,left_only,False,both
11661424000113-1-000025/2022,11,,,,,,,,,,,left_only,False,both
11661424000113-1-000002/2022,1,,,,,,,,,,,left_only,False,both
48344014000159-1-000232/2023,1,,,,,,,,,,,left_only,False,both
48344014000159-1-000232/2023,4,,,,,,,,,,,left_only,False,both
48344014000159-1-000232/2023,8,,,,,,,,,,,left_only,False,both
48344014000159-1-000232/2023,9,,,,,,,,,,,left_only,False,both
48344014000159-1-000232/2023,10,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,4,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,5,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,7,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,8,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,9,,,,,,,,,,,left_only,False,both
48344014000159-1-000221/2023,10,,,,,,,,,,,left_only,False,both
48344014000159-1-000214/2023,1,,,,,,,,,,,left_only,False,both
48344014000159-1-000214/2023,7,,,,,,,,,,,left_only,False,both
48344014000159-1-000214/2023,8,,,,,,,,,,,left_only,False,both
48344014000159-1-000214/2023,9,,,,,,,,,,,left_only,False,both
48344014000159-1-000212/2023,1,,,,,,,,,,,left_only,False,both
48344014000159-1-000212/2023,2,,,,,,,,,,,left_only,False,both
48344022000103-1-000333/2023,1,,,,,,,,,,,left_only,False,both
48344014000159-1-000107/2023,3,,,,,,,,,,,left_only,False,both
48344014000159-1-000107/2023,5,,,,,,,,,,,left_only,False,both
48344014000159-1-000107/2023,8,,,,,,,,,,,left_only,False,both
48344014000159-1-000105/2023,1,,,,,,,,,,,left_only,False,both
48344022000103-1-000117/2023,1,,,,,,,,,,,left_only,False,both
48344022000103-1-000070/2023,1,,,,,,,,,,,left_only,False,both
87482535000124-1-000527/2023,1,,,,,,,,,,,left_only,False,both
87482535000124-1-000526/2023,1,,,,,,,,,,,left_only,False,both
87482535000124-1-000453/2023,1,,,,,,,,,,,left_only,False,both
87482535000124-1-000259/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000161/2023,2,,,,,,,,,,,left_only,False,both
02125227000199-1-000161/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000159/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000159/2023,5,,,,,,,,,,,left_only,False,both
02125227000199-1-000159/2023,6,,,,,,,,,,,left_only,False,both
02125227000199-1-000158/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000158/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000157/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000157/2023,2,,,,,,,,,,,left_only,False,both
02125227000199-1-000157/2023,4,,,,,,,,,,,left_only,False,both
02125227000199-1-000147/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000145/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000133/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000133/2023,2,,,,,,,,,,,left_only,False,both
02125227000199-1-000133/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000133/2023,4,,,,,,,,,,,left_only,False,both
02125227000199-1-000130/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000130/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000130/2023,5,,,,,,,,,,,left_only,False,both
02125227000199-1-000130/2023,6,,,,,,,,,,,left_only,False,both
02125227000199-1-000128/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000127/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000126/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000126/2023,2,,,,,,,,,,,left_only,False,both
02125227000199-1-000126/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000117/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000116/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000114/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000114/2023,2,,,,,,,,,,,left_only,False,both
02125227000199-1-000114/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000112/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000111/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000108/2023,5,,,,,,,,,,,left_only,False,both
02125227000199-1-000107/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000099/2023,1,,,,,,,,,,,left_only,False,both
02125227000199-1-000094/2023,3,,,,,,,,,,,left_only,False,both
02125227000199-1-000094/2023,4,,,,,,,,,,,left_only,False,both
02125227000199-1-000094/2023,5,,,,,,,,,,,left_only,False,both
02125227000199-1-000094/2023,9,,,,,,,,,,,left_only,False,both
10465644000109-1-000253/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000252/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000252/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000249/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000249/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000249/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000245/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,9,,,,,,,,,,,left_only,False,both
10465644000109-1-000242/2023,10,,,,,,,,,,,left_only,False,both
10465644000109-1-000237/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000235/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000233/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000233/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000233/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000232/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000231/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000231/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000231/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000223/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000223/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000223/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000219/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000213/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000213/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000213/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000209/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000209/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000209/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000206/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000205/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000204/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000203/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000203/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000203/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000203/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000197/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000197/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000197/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000197/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000195/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000192/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000192/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000192/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000192/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000231/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000228/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000226/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000216/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000216/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000207/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000207/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000191/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000191/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000188/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000188/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000187/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000179/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000174/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000174/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000173/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000172/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000172/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000171/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000165/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000164/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000164/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000164/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000163/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000159/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000159/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000159/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000147/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000146/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000146/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000130/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000122/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000121/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000121/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000121/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000117/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000117/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000117/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000116/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000116/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000116/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000109/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000109/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000109/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000109/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000104/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000096/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000091/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000081/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000073/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000073/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000072/2022,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000064/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000063/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000055/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000054/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000054/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000044/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000044/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000036/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000036/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000026/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000026/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000025/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2022,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2022,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000010/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000010/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000010/2022,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,9,,,,,,,,,,,left_only,False,both
10465644000109-1-000005/2022,10,,,,,,,,,,,left_only,False,both
01065846000172-1-000332/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000222/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000221/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000221/2023,5,,,,,,,,,,,left_only,False,both
36975571000199-1-000218/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000218/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000216/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000215/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000215/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000214/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000190/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000178/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000178/2023,4,,,,,,,,,,,left_only,False,both
36975571000199-1-000178/2023,6,,,,,,,,,,,left_only,False,both
36975571000199-1-000178/2023,7,,,,,,,,,,,left_only,False,both
36975571000199-1-000177/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000177/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000176/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000168/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000159/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000157/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000155/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000154/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000149/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000143/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000138/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000137/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000132/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000124/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000116/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000099/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000099/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000098/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000097/2023,2,,,,,,,,,,,left_only,False,both
36975571000199-1-000092/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000083/2023,3,,,,,,,,,,,left_only,False,both
36975571000199-1-000078/2023,4,,,,,,,,,,,left_only,False,both
36975571000199-1-000078/2023,5,,,,,,,,,,,left_only,False,both
36975571000199-1-000078/2023,6,,,,,,,,,,,left_only,False,both
36975571000199-1-000078/2023,7,,,,,,,,,,,left_only,False,both
36975571000199-1-000078/2023,9,,,,,,,,,,,left_only,False,both
36975571000199-1-000077/2023,6,,,,,,,,,,,left_only,False,both
36975571000199-1-000072/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000057/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000055/2023,1,,,,,,,,,,,left_only,False,both
36975571000199-1-000054/2023,1,,,,,,,,,,,left_only,False,both
01065846000172-1-000003/2022,7,,,,,,,,,,,left_only,False,both
01065846000172-1-000003/2022,8,,,,,,,,,,,left_only,False,both
01065846000172-1-000003/2022,10,,,,,,,,,,,left_only,False,both
08761124000100-1-000064/2022,1,,,,,,,,,,,left_only,False,both
14963960000161-1-000010/2023,2,,,,,,,,,,,left_only,False,both
14963960000161-1-000010/2023,4,,,,,,,,,,,left_only,False,both
14963960000161-1-000010/2023,5,,,,,,,,,,,left_only,False,both
14963960000161-1-000010/2023,9,,,,,,,,,,,left_only,False,both
14963960000161-1-000010/2023,10,,,,,,,,,,,left_only,False,both
35834377000120-1-000065/2022,3,,,,,,,,,,,left_only,False,both
35834377000120-1-000020/2022,1,,,,,,,,,,,left_only,False,both
