numero_controle_pncp,numero_item,tipoBeneficioNome,aplicabilidadeMargemPreferenciaNormal,percentualMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaAdicional,tipoMargemPreferencia.codigo,criterioJulgamentoNome,tipoMargemPreferencia.nome,tipoMargemPreferencia,exigenciaConteudoNacional,_merge,srp,_merge_srp
35834377000120-1-000011/2022,1,,,,,,,,,,,left_only,False,both
35834377000120-1-000011/2022,2,,,,,,,,,,,left_only,False,both
35834377000120-1-000011/2022,3,,,,,,,,,,,left_only,False,both
35834377000120-1-000031/2021,1,,,,,,,,,,,left_only,False,both
87849923000109-1-000238/2023,3,,,,,,,,,,,left_only,True,both
87849923000109-1-000238/2023,4,,,,,,,,,,,left_only,True,both
87849923000109-1-000238/2023,8,,,,,,,,,,,left_only,True,both
87849923000109-1-000238/2023,9,,,,,,,,,,,left_only,True,both
10637926000146-1-000013/2022,8,,,,,,,,,,,left_only,False,both
10637926000146-1-000013/2022,9,,,,,,,,,,,left_only,False,both
10637926000146-1-000013/2022,10,,,,,,,,,,,left_only,False,both
10637926000146-1-000013/2022,11,,,,,,,,,,,left_only,False,both
87849923000109-1-000242/2023,2,,,,,,,,,,,left_only,True,both
87849923000109-1-000242/2023,3,,,,,,,,,,,left_only,True,both
87849923000109-1-000073/2023,1,,,,,,,,,,,left_only,True,both
87849923000109-1-000073/2023,2,,,,,,,,,,,left_only,True,both
87849923000109-1-000073/2023,3,,,,,,,,,,,left_only,True,both
04567897000190-1-000071/2025,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,FALSE,both,False,both
87849923000109-1-000073/2023,7,,,,,,,,,,,left_only,True,both
87849923000109-1-000073/2023,8,,,,,,,,,,,left_only,True,both
87849923000109-1-000031/2023,10,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188716,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188717,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188720,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188722,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188723,,,,,,,,,,,left_only,True,both
45176005000108-1-000280/2023,1188724,,,,,,,,,,,left_only,True,both
46634291000170-1-000588/2025,1887361,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
22678874000135-1-000477/2023,1,,,,,,,,,,,left_only,False,both
22678874000135-1-000475/2023,1,,,,,,,,,,,left_only,False,both
22678874000135-1-000450/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000450/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000450/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000450/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000450/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000450/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
22678874000135-1-000449/2023,2,,,,,,,,,,,left_only,False,both
22678874000135-1-000449/2023,4,,,,,,,,,,,left_only,False,both
22678874000135-1-000449/2023,5,,,,,,,,,,,left_only,False,both
22678874000135-1-000449/2023,7,,,,,,,,,,,left_only,False,both
22678874000135-1-000449/2023,9,,,,,,,,,,,left_only,False,both
88775390000112-1-000025/2022,4,,,,,,,,,,,left_only,False,both
87613071000148-1-000252/2023,2,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,3,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,4,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,5,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,7,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,8,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,9,,,,,,,,,,,left_only,True,both
87613071000148-1-000252/2023,10,,,,,,,,,,,left_only,True,both
87613071000148-1-000250/2023,1,,,,,,,,,,,left_only,True,both
87613071000148-1-000250/2023,5,,,,,,,,,,,left_only,True,both
87613071000148-1-000250/2023,7,,,,,,,,,,,left_only,True,both
87613071000148-1-000250/2023,8,,,,,,,,,,,left_only,True,both
87613071000148-1-000184/2023,3,,,,,,,,,,,left_only,True,both
87613071000148-1-000184/2023,4,,,,,,,,,,,left_only,True,both
87613071000148-1-000184/2023,5,,,,,,,,,,,left_only,True,both
87613071000148-1-000184/2023,6,,,,,,,,,,,left_only,True,both
87613071000148-1-000184/2023,10,,,,,,,,,,,left_only,True,both
87613071000148-1-000183/2023,1,,,,,,,,,,,left_only,True,both
87613071000148-1-000183/2023,6,,,,,,,,,,,left_only,True,both
00394452000103-1-008694/2022,1,,,,,,,,,,,left_only,False,both
00394452000103-1-008694/2022,2,,,,,,,,,,,left_only,False,both
00394452000103-1-008694/2022,3,,,,,,,,,,,left_only,False,both
08761124000100-1-000766/2023,1,,,,,,,,,,,left_only,False,both
08761124000100-1-000683/2023,1,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,1,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,2,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,3,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,4,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,5,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,6,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,9,,,,,,,,,,,left_only,False,both
08761124000100-1-000501/2023,10,,,,,,,,,,,left_only,False,both
15126437000143-1-000628/2022,1,,,,,,,,,,,left_only,False,both
15126437000143-1-000216/2022,1,,,,,,,,,,,left_only,False,both
46643474000152-1-000087/2025,1,Não se aplica,False,,False,,,Menor preço,,,FALSE,both,False,both
82951229000176-1-000180/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
82951229000176-1-000180/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
82951229000176-1-000180/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
82951229000176-1-000180/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000356/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000416/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83169623000110-1-000396/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
08940472000136-1-000011/2025,2,Não se aplica,False,,False,,,Não se aplica,,,FALSE,both,False,both
00394452000103-1-008111/2022,4,,,,,,,,,,,left_only,False,both
00394452000103-1-008111/2022,5,,,,,,,,,,,left_only,False,both
00394452000103-1-008111/2022,6,,,,,,,,,,,left_only,False,both
09341233000122-1-000051/2022,3,,,,,,,,,,,left_only,False,both
09341233000122-1-000051/2022,4,,,,,,,,,,,left_only,False,both
09341233000122-1-000032/2022,2,,,,,,,,,,,left_only,False,both
00394452000103-1-002057/2022,1,,,,,,,,,,,left_only,False,both
00394452000103-1-002057/2022,7,,,,,,,,,,,left_only,False,both
00394452000103-1-002057/2022,8,,,,,,,,,,,left_only,False,both
00394452000103-1-002057/2022,10,,,,,,,,,,,left_only,False,both
88861448000140-1-000467/2023,1,,,,,,,,,,,left_only,False,both
88861448000140-1-000467/2023,2,,,,,,,,,,,left_only,False,both
88861448000140-1-000415/2023,2,,,,,,,,,,,left_only,False,both
82951229000176-1-000092/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
09341233000122-1-000174/2023,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
09341233000122-1-000179/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
09341233000122-1-000179/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
88861448000140-1-000415/2023,3,,,,,,,,,,,left_only,False,both
88861448000140-1-000415/2023,4,,,,,,,,,,,left_only,False,both
88861448000140-1-000218/2023,1,,,,,,,,,,,left_only,False,both
88861448000140-1-000218/2023,2,,,,,,,,,,,left_only,False,both
88861448000140-1-000211/2023,1,,,,,,,,,,,left_only,False,both
88861448000140-1-000211/2023,3,,,,,,,,,,,left_only,False,both
88861448000140-1-000189/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000143/2023,5,,,,,,,,,,,left_only,False,both
12008540000109-1-000140/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000139/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000134/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000128/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000128/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000125/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000114/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000108/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000106/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000103/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000101/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000101/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000099/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000017/2022,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000013/2022,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000008/2022,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000008/2022,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000007/2022,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000007/2022,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000095/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000095/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000083/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000080/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000074/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000073/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000073/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000066/2023,4,,,,,,,,,,,left_only,False,both
12008540000109-1-000066/2023,5,,,,,,,,,,,left_only,False,both
12008540000109-1-000053/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000039/2023,2,,,,,,,,,,,left_only,False,both
12008540000109-1-000027/2023,1,,,,,,,,,,,left_only,True,both
12008540000109-1-000021/2023,1,,,,,,,,,,,left_only,False,both
12008540000109-1-000010/2023,1,,,,,,,,,,,left_only,True,both
91110296000159-1-000142/2023,1,,,,,,,,,,,left_only,False,both
91110296000159-1-000103/2023,4,,,,,,,,,,,left_only,False,both
91110296000159-1-000100/2023,2,,,,,,,,,,,left_only,False,both
91110296000159-1-000083/2023,1,,,,,,,,,,,left_only,False,both
91110296000159-1-000083/2023,2,,,,,,,,,,,left_only,False,both
91110296000159-1-000070/2023,2,,,,,,,,,,,left_only,False,both
91110296000159-1-000027/2023,1,,,,,,,,,,,left_only,False,both
91110296000159-1-000020/2023,2,,,,,,,,,,,left_only,False,both
91110296000159-1-000019/2023,1,,,,,,,,,,,left_only,False,both
01465988000127-1-000024/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
01465988000127-1-000024/2023,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
01465988000127-1-000024/2023,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
01465988000127-1-000024/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
11924138000101-1-000037/2023,9,,,,,,,,,,,left_only,False,both
11924138000101-1-000023/2023,1,,,,,,,,,,,left_only,False,both
11924138000101-1-000023/2023,2,,,,,,,,,,,left_only,False,both
11924138000101-1-000023/2023,3,,,,,,,,,,,left_only,False,both
11924138000101-1-000023/2023,5,,,,,,,,,,,left_only,False,both
11924138000101-1-000012/2023,1,,,,,,,,,,,left_only,False,both
11924138000101-1-000012/2023,4,,,,,,,,,,,left_only,False,both
11924138000101-1-000012/2023,6,,,,,,,,,,,left_only,False,both
11924138000101-1-000012/2023,7,,,,,,,,,,,left_only,False,both
11924138000101-1-000012/2023,8,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,1,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,2,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,3,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,5,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,7,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,8,,,,,,,,,,,left_only,False,both
11924138000101-1-000007/2023,9,,,,,,,,,,,left_only,False,both
11924138000101-1-000004/2023,1,,,,,,,,,,,left_only,False,both
11924138000101-1-000004/2023,2,,,,,,,,,,,left_only,False,both
11924138000101-1-000004/2023,3,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,2,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,3,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,4,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,6,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,8,,,,,,,,,,,left_only,False,both
08097819000120-1-000176/2023,9,,,,,,,,,,,left_only,False,both
08097819000120-1-000129/2023,1,,,,,,,,,,,left_only,False,both
08097819000120-1-000129/2023,2,,,,,,,,,,,left_only,False,both
08097819000120-1-000129/2023,3,,,,,,,,,,,left_only,False,both
08097819000120-1-000129/2023,4,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,9,,,,,,,,,,,left_only,False,both
08097819000120-1-000129/2023,6,,,,,,,,,,,left_only,False,both
08097819000120-1-000006/2022,1,,,,,,,,,,,left_only,False,both
08097819000120-1-000006/2022,2,,,,,,,,,,,left_only,False,both
08097819000120-1-000006/2022,3,,,,,,,,,,,left_only,False,both
92242080000100-1-000224/2023,6,,,,,,,,,,,left_only,False,both
08868932000162-1-000062/2022,2,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,1,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,2,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,3,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,4,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,5,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,6,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,7,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,8,,,,,,,,,,,left_only,False,both
08868932000162-1-000027/2022,10,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,1,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,4,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,5,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,7,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,8,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,9,,,,,,,,,,,left_only,False,both
08868932000162-1-000026/2022,10,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,1,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,5,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,6,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,7,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,9,,,,,,,,,,,left_only,False,both
08868932000162-1-000025/2022,10,,,,,,,,,,,left_only,False,both
92324706000127-1-000920/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000920/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000920/2023,9,,,,,,,,,,,left_only,False,both
92324706000127-1-000890/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000884/2023,3,,,,,,,,,,,left_only,False,both
92324706000127-1-000884/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000884/2023,6,,,,,,,,,,,left_only,False,both
92324706000127-1-000884/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000884/2023,8,,,,,,,,,,,left_only,False,both
92324706000127-1-000862/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000846/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000846/2023,6,,,,,,,,,,,left_only,False,both
92324706000127-1-000846/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000846/2023,8,,,,,,,,,,,left_only,False,both
92324706000127-1-000835/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000835/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000835/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000812/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000806/2023,1,,,,,,,,,,,left_only,True,both
92324706000127-1-000806/2023,5,,,,,,,,,,,left_only,True,both
92324706000127-1-000806/2023,6,,,,,,,,,,,left_only,True,both
92324706000127-1-000806/2023,7,,,,,,,,,,,left_only,True,both
92324706000127-1-000806/2023,10,,,,,,,,,,,left_only,True,both
92324706000127-1-000799/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000799/2023,3,,,,,,,,,,,left_only,False,both
92324706000127-1-000799/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000799/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000722/2023,2,,,,,,,,,,,left_only,True,both
92324706000127-1-000715/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000715/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000715/2023,3,,,,,,,,,,,left_only,False,both
92324706000127-1-000715/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000682/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000673/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000651/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000651/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000651/2023,8,,,,,,,,,,,left_only,False,both
92324706000127-1-000608/2023,1,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,3,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,4,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,5,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,7,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,9,,,,,,,,,,,left_only,True,both
92324706000127-1-000608/2023,10,,,,,,,,,,,left_only,True,both
92324706000127-1-000612/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000612/2023,9,,,,,,,,,,,left_only,False,both
92324706000127-1-000611/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000610/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000610/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000610/2023,3,,,,,,,,,,,left_only,False,both
92324706000127-1-000610/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000610/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000586/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000586/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,1,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,3,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,4,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,8,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,9,,,,,,,,,,,left_only,False,both
92324706000127-1-000542/2023,10,,,,,,,,,,,left_only,False,both
92324706000127-1-000541/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000541/2023,7,,,,,,,,,,,left_only,False,both
87572079000103-1-000069/2022,4,Cota reservada para ME/EPP,False,,False,,,Não se aplica,,,FALSE,both,False,both
87572079000103-1-000269/2023,1,Cota reservada para ME/EPP,False,,False,,,Não se aplica,,,FALSE,both,False,both
87572079000103-1-000269/2023,2,Cota reservada para ME/EPP,False,,False,,,Não se aplica,,,FALSE,both,False,both
87572079000103-1-000269/2023,3,Cota reservada para ME/EPP,False,,False,,,Não se aplica,,,FALSE,both,False,both
