numeroItem,descricao,materialOuServico,materialOuServicoNome,valorUnitarioEstimado,valorTotal,quantidade,unidadeMedida,orcamentoSigiloso,itemCategoriaId,itemCategoriaNome,patrimonio,codigoRegistroImobiliario,criterioJulgamentoId,criterioJulgamentoNome,situacaoCompraItem,situacaoCompraItemNome,tipoBeneficio,tipoBeneficioNome,incentivoProdutivoBasico,dataInclusao,dataAtualizacao,temResultado,imagem,aplicabilidadeMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaNormal,percentualMargemPreferenciaAdicional,ncmNbsCodigo,ncmNbsDescricao,catalogo,categoriaItemCatalogo,catalogoCodigoItem,informacaoComplementar,endpoint,codigo_pdm,codigo_br,similaridade,medicamento
3,FUORATO DE MOMETASONA 50MCG - SUSPENSÃO NASAL EM SPRAY,M,Material,50.66,1823.76,36.0,FR,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T09:51:17,2025-01-02T09:51:17,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/675/itens,9878.0,337457,0.7239484786987305,True
4,LEVOTIROXINA SÓDICA 112 MCG,M,Material,0.6,324.0,540.0,CP,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T09:51:17,2025-01-02T09:51:17,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/675/itens,8812.0,296650,0.7442939281463623,True
5,"LEVOTIROXINA SÓDICA 62,5MCG ? COMPRIMIDOS",M,Material,1.25,675.0,540.0,CP,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T09:51:17,2025-01-02T09:51:17,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/675/itens,8812.0,438280,0.7097634673118591,True
6,RAMIPRIL 5 MG - COMPRIMIDO,M,Material,1.19,642.6,540.0,CP,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T09:51:17,2025-01-02T09:51:17,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/675/itens,11408.0,276258,0.6111364364624023,True
3,"Fórmula para nutrição enteral, líquida, polimérica",M,Material,24.42,457875.0,18750.0,LIT,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T09:52:39,2025-01-02T09:52:39,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/676/itens,18501.0,457164,0.5168344974517822,True
4,"Fórmula para nutrição enteral, líquida, polimérica",M,Material,24.42,152625.0,6250.0,LIT,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T09:52:39,2025-01-02T09:52:39,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/676/itens,18501.0,457164,0.5168344974517822,True
1,Ácido acético,M,Material,38.5,231.0,6.0,Litro,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:59,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,8820.0,473155,0.5238026976585388,True
2,Ácido acético,M,Material,41.39,248.34,6.0,Litro,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T10:00:47,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,8820.0,473155,0.5238026976585388,True
3,Ácido tricloroacético (tca),M,Material,0.0,0.0,15.0,"Frasco 20,00 ML",True,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:44,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,17790.0,420471,0.7011054754257202,True
4,Ácido Tricloroacético (Tca),M,Material,43.8,657.0,15.0,"Frasco 5,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:47,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,17790.0,420471,0.7094101905822754,True
5,Álcool etílico,M,Material,22.21,3997.8,180.0,"Ampola 10,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:59:01,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,2259.0,445578,0.5111125707626343,True
7,Metiltionínio cloreto,M,Material,9.9,9306.0,940.0,"Ampola 5,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:56,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,3182.0,433199,0.6523513197898865,True
8,Espironolactona,M,Material,0.0,0.0,100.0,"Frasco 50,00 ML",True,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:44,False,0,False,False,,,30043220.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,7024.0,267653,0.5948696136474609,True
9,Fenilefrina cloridrato,M,Material,32.59,7495.7,230.0,"Frasco 5,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:59:08,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,5178.0,274573,0.6287690997123718,True
10,Furosemida,M,Material,0.0,0.0,100.0,"Frasco 50,00 ML",True,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-11-26T15:10:30,2025-01-02T09:58:44,False,0,False,False,,,30049076.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/3764/itens,7878.0,267663,0.5538214445114136,True
2,Citrato de sódio,M,Material,0.0,0.0,2.0,Quilograma,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T10:02:21,2025-01-02T10:02:21,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2025/24/itens,5061.0,348369,0.5821143388748169,True
1,Sulfato Ferroso,M,Material,0.0,0.0,1000.0,Comprimido  ,True,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:06:58,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,12357.0,273621,0.6163684129714966,True
2,Solução Para Hemodiálise,M,Material,21.0,11760.0,560.0,"Galão 5,00 L",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:07:10,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,15382.0,607672,0.6504344940185547,True
3,Solução Para Hemodiálise,M,Material,22.0,12320.0,560.0,"Galão 5,00 L",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:06:57,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,15382.0,607672,0.6504344940185547,True
4,Cloreto De Sódio,M,Material,7.34,110100.0,15000.0,"Bolsa 100,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:06:56,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,5118.0,412432,0.6295667290687561,True
5,Cloreto De Sódio,M,Material,0.0,0.0,2500.0,"Bolsa 250,00 ML",True,3,Não se aplica,,,1,Menor preço,3,Anulado/Revogado/Cancelado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:07:00,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,5118.0,412432,0.6295667290687561,True
6,Cloreto De Sódio,M,Material,0.0,0.0,3000.0,"Bolsa 500,00 ML",True,3,Não se aplica,,,1,Menor preço,3,Anulado/Revogado/Cancelado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:07:04,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,5118.0,412432,0.6295667290687561,True
7,Cloreto De Sódio,M,Material,11.3,11300.0,1000.0,"Bolsa 1000,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:07:14,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,5118.0,412432,0.6295667290687561,True
9,Nitrofurantoína,M,Material,0.0,0.0,360.0,Cápsula  ,True,3,Não se aplica,,,1,Menor preço,3,Anulado/Revogado/Cancelado,5,Não se aplica,False,2024-12-09T07:12:30,2025-01-02T10:07:04,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10759/itens,10109.0,268273,0.5889759659767151,True
10,"Ringer lactato; 500ml, sistema fechado, bolsa. Validade mínima entrega 18 meses.",M,Material,8.17,1634.0,200.0,un,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-11-26T11:00:50,2025-01-02T10:10:42,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/89814693000160/compras/2024/351/itens,11750.0,303292,0.5755960941314697,True
1,ACICLOVIR 50MG G   CREME 10G,M,Material,5.0,250.0,50.0,bisnaga,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-09-06T16:29:44,2025-01-02T10:20:14,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/18299511000111/compras/2024/77/itens,363.0,268375,0.672845184803009,True
5,ANESTESICO TOPICO GEL BENZOCAINA 200MGG SABOR TUTIFRUTI FRASCO DE 12G TIPO BENZOTOP 20,M,Material,25.0,625.0,25.0,unidade,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-09-06T16:29:44,2025-01-02T10:20:21,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/18299511000111/compras/2024/77/itens,3504.0,272913,0.5483836531639099,True
9,"Triancinolona Acetonida 1 mg/g + Sulfato de Neomicina 2,5 mg/g + Gramicidina 0,25 mg/g + Nistatina 100.000 UI/g (Pomada Dermatológica) - TUBO",M,Material,35.81,358.1,10.0,TUBO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T10:22:50,2025-01-02T10:22:50,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45944428000120/compras/2024/287/itens,2562.0,434471,0.7558470368385315,True
2,BUTILBROMETO ESCOPOLAMINA+DIPIRONA INJETAVEL 4MG/500MG/ML 05ML IM/IV - CX.C/100AMPX5ML,M,Material,192.66,1541.28,8.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,8254.0,270621,0.726830780506134,True
3,BUTILBROMETO ESCOPOLAMINA INJETAVEL 20MG/ML 01ML IM/IV/SC - CX.C/100AMPX01ML,M,Material,114.6,916.8,8.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,8254.0,267282,0.7539709806442261,True
4,BROMOPRIDA INJETAVEL 05MG/ML 02 ML IM/IV - CX.C/100AMPX2ML,M,Material,283.93,1135.72,4.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,3929.0,269958,0.6583953499794006,True
5,CETOPROFENO INJETAVEL 100 MG/FRASCO AMPOLA PÓ IV (PÓ) - CX.C/50 AMP,M,Material,393.05,3930.5,10.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,4804.0,448844,0.6242086291313171,True
6,CETOPROFENO INJETAVEL 050 MG/ML 02 ML USO IM - CX.C/100AMPX02ML,M,Material,200.38,2003.8,10.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,4804.0,448845,0.6140673160552979,True
7,CIMETIDINA INJETAVEL 300 MG (150MG/ML) 02 ML I.M/I.V - CX.C/100AMPX2ML,M,Material,157.45,629.8,4.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,348.0,340167,0.6614242792129517,True
8,DICLOFENACO SODICO INJETAVEL 75MG 03ML (25MG/ML) USO I.M - CX.C/100AMPX3ML,M,Material,106.38,425.52,4.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,6171.0,271003,0.7100141644477844,True
9,DIPIRONA SODICA INJETAVEL 500MG/ML 02 ML USO IM/IV - CX.C/100AMPX02ML,M,Material,171.01,1368.08,8.0,Caixa,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:24:27,2025-01-02T10:24:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/87612768000102/compras/2024/51/itens,17708.0,268252,0.6667327284812927,True
5,ANESTESICO LOCAL INJETAVEL PRILOCAINA 3% C/ FELIPRESSINA - CAIXA C/50 TUBETES (OD/SESAU),M,Material,238.45,214605.0,900.0,UNIDADE,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:25:14,2025-01-02T10:25:14,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/606/itens,17806.0,269833,0.5834096074104309,True
6,ANESTESICO LOCAL INJETAVEL LIDOCAINA 2% C/ EPINEFRINA - CAIXA C/ 50 TUBETES (OD/SESAU),M,Material,217.61,81603.75,375.0,UNIDADE,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:25:14,2025-01-02T10:25:14,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/606/itens,17807.0,269850,0.5362128019332886,True
8,ANESTESICO LOCAL INJETAVEL MEPIVACAINA 2% C/ EPINEFRINA - CAIXA C/ 50 TUBETES (OD/SESAU),M,Material,289.6734,260706.06,900.0,UNIDADE,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T10:25:14,2025-01-02T10:25:14,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46177523000109/compras/2024/606/itens,16486.0,338136,0.5037804841995239,True
1,ACICLOVIR   250   MG   PÓ   PARA SOLUÇÃO INJETÁVEL IV - FRASCO / AMPOLA,M,Material,6.78,2712.0,400.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:29,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,363.0,268374,0.6117929220199585,True
2,AMICACINA   SULFATO   500   MG,M,Material,6.96,12528.0,1800.0,AMPOLA,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:34,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,12320.0,268381,0.5887327790260315,True
3,AMPICILINA 1G   PÓ   PARA SOLUÇÃO INJETÁVEL,M,Material,5.54,9972.0,1800.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:39,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,349.0,442727,0.6575477123260498,True
4,BENZILPENICILINA   BENZATINA   1.200.000.UI PÓ   SUSPENSÃO    INJETÁVEL FA,M,Material,10.11,15165.0,1500.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:43,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,365.0,270612,0.6742849349975586,True
5,BENZILPENICILINA   BENZATINA 600.000.UI   PÓ   SUSPENSÃO INJETÁVEL FA,M,Material,9.2,11040.0,1200.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:46,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,365.0,270613,0.6814683079719543,True
6,BENZILPENICILINA   POTÁSSICA 5.000.000   UI   PÓ INJETAVEL,M,Material,10.36,6216.0,600.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:52,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,365.0,270616,0.7784152030944824,True
7,BENZILPENICILINA   PROCAÍNA+ BENZILPENICILINA   POTÁSSICA 300.000 UI + 100.000 UI PÓ   INJETÁVEL FA,M,Material,6.18,3708.0,600.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:15:56,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,365.0,270614,0.691067099571228,True
8,CEFALOTINA 1 G   PÓ   PARA   SOLUÇÃO INJETÁVEL,M,Material,6.35,7620.0,1200.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:16:00,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,4722.0,460699,0.6968837380409241,True
9,CEFAZOLINA 1G  PÓ  PARA   SOLUÇÃO   INJETÁVEL,M,Material,7.78,4668.0,600.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:16:04,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,4723.0,442693,0.7037832140922546,True
10,CEFOTAXIMA   SÓDICA 1G PÓ   PARA  SOLUÇÃO INJETÁVEL,M,Material,8.92,5352.0,600.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,4,Sem benefício,False,2024-12-04T14:00:16,2025-01-02T10:16:09,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/07974082000114/compras/2024/168/itens,4726.0,268411,0.76433926820755,True
1,Furosemida,M,Material,0.0,0.0,47000.0,"Ampola 2,00 ML",True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2024-12-10T07:10:06,False,0,False,False,,,30049076.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,7878.0,267663,0.5538214445114136,True
2,Ondansetrona Cloridrato,M,Material,1.58,8690.0,5500.0,"Ampola 2,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2025-01-02T10:32:53,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,10217.0,268506,0.673064112663269,True
3,Atropina Sulfato,M,Material,0.88,2288.0,2600.0,"Ampola 1,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2025-01-02T10:33:01,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,355.0,271051,0.6347874999046326,True
4,Cloreto De Potássio,M,Material,0.0,0.0,6400.0,"Ampola 10,00 ML",True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2024-12-10T07:10:06,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,5116.0,268233,0.6440300941467285,True
5,Lidocaína Cloridrato,M,Material,4.54,22700.0,5000.0,Frasco-Ampola  ,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2025-01-02T10:33:01,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,17807.0,299656,0.6584628820419312,True
6,Fenobarbital Sódico,M,Material,0.0,0.0,250.0,Comprimido  ,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2024-12-10T07:10:06,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,7355.0,273626,0.7005705833435059,True
7,Ticlopidina,M,Material,1.11,1831.5,1650.0,Comprimido  ,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2025-01-02T10:32:56,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,12720.0,268864,0.5770992040634155,True
8,Prometazina Cloridrato,M,Material,0.0,0.0,60.0,"Ampola 2,00 ML",True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-12-10T07:10:06,2024-12-10T07:10:06,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10820/itens,11262.0,267768,0.6804970502853394,True
