data.numeroControlePNCP,data.srp
95543427000142-1-000080/2024,FALSE
01615420000145-1-000040/2025,TRUE
04011805000191-1-000031/2025,FALSE
87842233000110-1-000340/2025,TRUE
29138302000102-1-000260/2024,FALSE
04513362000137-1-000010/2024,TRUE
59330936000123-1-000002/2025,TRUE
18028829000168-1-000045/2025,TRUE
04628376000104-1-000021/2025,FALSE
08924078000104-1-000082/2025,TRUE
18675900000102-1-000148/2025,TRUE
01740430000102-1-000170/2025,TRUE
90898487000164-1-000195/2025,TRUE
10778974000154-1-000014/2025,TRUE
75442756000190-1-000115/2024,FALSE
44573087000161-1-000211/2025,FALSE
11271785000153-1-000100/2025,TRUE
17912023000175-1-000134/2025,TRUE
00955107000193-1-000138/2025,FALSE
11718406000120-1-000086/2025,FALSE
22679153000140-1-000034/2025,FALSE
64614449000122-1-001430/2025,FALSE
46523296000126-1-000062/2025,FALSE
01611538000103-1-000986/2025,FALSE
24791154000107-1-000180/2025,FALSE
33663683000116-1-000171/2025,FALSE
00394452000103-1-011896/2025,FALSE
12440744000106-1-000052/2025,FALSE
10882594000165-1-000163/2025,FALSE
24791154000107-1-000181/2025,FALSE
46643466000106-1-000258/2025,FALSE
10572048000128-1-000727/2025,FALSE
48867477000103-1-000007/2025,FALSE
46392114000125-1-000136/2025,FALSE
00394452000103-1-012339/2025,FALSE
44959021000104-1-000109/2025,FALSE
02056729000105-1-000788/2025,FALSE
05294848000194-1-000033/2025,TRUE
24791154000107-1-000182/2025,FALSE
64614449000122-1-001453/2025,FALSE
05054929000117-1-000224/2025,FALSE
13016717000173-1-000072/2025,FALSE
92324706000127-1-000251/2025,FALSE
64614449000122-1-001455/2025,FALSE
10936861000130-1-000039/2025,FALSE
12440744000106-1-000057/2025,FALSE
00394544000185-1-001262/2025,FALSE
03507415000225-1-000183/2025,FALSE
24791154000107-1-000183/2025,FALSE
01612150000119-1-000228/2025,FALSE
92123900000144-1-000032/2025,FALSE
45301652000102-1-000469/2025,FALSE
05054929000117-1-000225/2025,FALSE
46482840000139-1-000001/2025,FALSE
00394544000185-1-001263/2025,FALSE
92324706000127-1-000248/2025,FALSE
00394544000185-1-001264/2025,FALSE
76968627000100-1-000182/2025,FALSE
76968627000100-1-000183/2025,FALSE
45301652000102-1-000470/2025,FALSE
46634432000155-1-000198/2025,FALSE
46422408000152-1-000256/2025,FALSE
05816630000152-1-004524/2025,FALSE
00394452000103-1-012990/2025,FALSE
05816630000152-1-004537/2025,FALSE
05054929000117-1-000226/2025,FALSE
24791154000107-1-000184/2025,FALSE
02385669000174-1-000620/2025,FALSE
64487614000122-1-000110/2024,FALSE
44937365000112-1-000070/2025,FALSE
44780609000104-1-000097/2025,FALSE
17884412000134-1-000675/2025,FALSE
44780609000104-1-000098/2025,FALSE
17884412000134-1-000676/2025,FALSE
13016717000173-1-000075/2025,FALSE
15126437000305-1-001197/2025,FALSE
45786159000111-1-000263/2025,FALSE
10838653000106-1-000380/2025,FALSE
24791154000107-1-000185/2025,FALSE
91110296000159-1-000702/2025,FALSE
03277610000125-1-000359/2025,FALSE
47970769000104-1-000265/2025,FALSE
02056729000105-1-000799/2025,FALSE
46374500000194-1-005283/2025,FALSE
45276128000110-1-001851/2025,FALSE
45276128000110-1-001853/2025,FALSE
59952259000185-1-000071/2025,FALSE
24791154000107-1-000186/2025,FALSE
45276128000110-1-001855/2025,FALSE
91558650000102-1-000403/2025,FALSE
02056729000105-1-000800/2025,FALSE
03507415000225-1-000186/2025,FALSE
04228734000183-1-000091/2025,FALSE
91987669000174-1-000225/2025,FALSE
02056729000105-1-000801/2025,FALSE
53415717000160-1-000077/2025,FALSE
00733062000102-1-000158/2025,FALSE
00394502000144-1-004231/2025,FALSE
03507415000225-1-000185/2025,FALSE
00136858000188-1-000180/2025,TRUE
25107897000188-1-000045/2025,TRUE
24791154000107-1-000187/2025,FALSE
87613071000148-1-000280/2025,FALSE
24791154000107-1-000188/2025,FALSE
15126437000305-1-001162/2025,FALSE
11422955000153-1-000064/2025,FALSE
76206465000165-1-000076/2025,FALSE
24791154000107-1-000189/2025,FALSE
87849923000109-1-000221/2025,FALSE
87738530000110-1-001020/2025,FALSE
24791154000107-1-000190/2025,FALSE
87242707000192-1-000473/2025,FALSE
71989982000134-1-000093/2025,FALSE
40637159000136-1-000085/2025,FALSE
03575875000100-1-000074/2025,FALSE
29172467000109-1-000240/2025,FALSE
46694139000183-1-000242/2025,FALSE
29172467000109-1-000241/2025,FALSE
18593103000178-1-000632/2025,FALSE
00394452000103-1-013088/2025,FALSE
18593103000178-1-000633/2025,FALSE
45122603000102-1-000413/2025,FALSE
01273946000194-1-000102/2025,TRUE
27080605000196-1-000558/2025,FALSE
24791154000107-1-000191/2025,FALSE
46384111000140-1-000920/2025,FALSE
45138070000149-1-000970/2025,FALSE
45276128000110-1-001859/2025,FALSE
08640219000167-1-000046/2024,FALSE
24791154000107-1-000192/2025,FALSE
08640219000167-1-000047/2024,FALSE
06082820000156-1-000086/2025,FALSE
24791154000107-1-000193/2025,FALSE
24791154000107-1-000194/2025,FALSE
45132495000140-1-000201/2025,FALSE
05816630000152-1-004571/2025,FALSE
05054929000117-1-000227/2025,FALSE
46634564000187-1-000501/2025,FALSE
18025940000109-1-000107/2025,FALSE
12200275000158-1-000114/2025,FALSE
15126437000305-1-001084/2025,FALSE
63761993000134-1-000085/2025,FALSE
91110296000159-1-000722/2025,FALSE
42498733000148-1-001066/2025,FALSE
24791154000107-1-000195/2025,FALSE
24791154000107-1-000196/2025,FALSE
05054929000117-1-000231/2025,FALSE
80673411000187-1-000128/2025,FALSE
17884412000134-1-000746/2025,FALSE
12998458000160-1-000615/2025,FALSE
01409580000138-1-001354/2025,FALSE
18025999000199-1-000115/2025,FALSE
11283491000141-1-000144/2025,FALSE
24791154000107-1-000197/2025,FALSE
12998458000160-1-000617/2025,FALSE
42498733000148-1-000925/2025,FALSE
24791154000107-1-000198/2025,FALSE
92871466000180-1-000653/2025,FALSE
24791154000107-1-000199/2025,FALSE
00394502001205-1-000604/2025,FALSE
05054929000117-1-000232/2025,FALSE
24791154000107-1-000200/2025,FALSE
46223699000150-1-002580/2025,FALSE
46223699000150-1-002581/2025,FALSE
46223699000150-1-002582/2025,FALSE
46223699000150-1-002583/2025,FALSE
46223699000150-1-002584/2025,FALSE
10476288000129-1-000243/2025,FALSE
46223699000150-1-002585/2025,FALSE
03330461000110-1-000037/2025,FALSE
80673411000187-1-000264/2025,FALSE
46223699000150-1-002588/2025,FALSE
04228734000183-1-000087/2025,FALSE
08640219000167-1-000048/2024,FALSE
00394502001205-1-000873/2025,FALSE
46223699000150-1-002589/2025,FALSE
04190765000192-1-000063/2025,FALSE
46195079000154-1-000390/2025,FALSE
46223699000150-1-002590/2025,FALSE
46223699000150-1-002591/2025,FALSE
07735541000107-1-000029/2025,FALSE
07954480000179-1-009081/2025,FALSE
42498733000148-1-001067/2025,FALSE
46523049000120-1-000010/2025,FALSE
45780103000150-1-000817/2025,FALSE
46195079000154-1-000402/2025,FALSE
46523049000120-1-000013/2025,FALSE
45132495000140-1-000209/2025,FALSE
08640219000167-1-000049/2024,FALSE
46195079000154-1-000393/2025,FALSE
46195079000154-1-000396/2025,FALSE
39217831000155-1-000044/2025,TRUE
46588950000180-1-000294/2025,FALSE
46195079000154-1-000391/2025,FALSE
02056729000105-1-000813/2025,FALSE
07954605000160-1-000072/2025,FALSE
46195079000154-1-000399/2025,FALSE
42498733000148-1-001068/2025,FALSE
12998458000160-1-000624/2025,FALSE
83602151000147-1-000033/2025,FALSE
12998458000160-1-000625/2025,FALSE
18554147000199-1-000074/2025,FALSE
34621748000123-1-000162/2025,FALSE
00394452000103-1-013179/2025,FALSE
01738780000134-1-000019/2025,FALSE
25218892000122-1-000011/2025,FALSE
46231890000143-1-000271/2025,FALSE
46231890000143-1-000272/2025,FALSE
44660272000193-1-000182/2025,FALSE
02056729000105-1-000816/2025,FALSE
89175541000164-1-000262/2025,FALSE
20765627000140-1-000026/2025,FALSE
46068425000133-1-001367/2025,FALSE
75095679000149-1-000210/2025,FALSE
79151312000156-1-000290/2025,FALSE
00394502022890-1-000077/2025,FALSE
20765627000140-1-000025/2025,FALSE
08640219000167-1-000010/2025,FALSE
46634127000163-1-000850/2025,FALSE
46068425000133-1-001372/2025,FALSE
42498600000171-1-008792/2024,FALSE
27080605000196-1-000502/2025,FALSE
27080605000196-1-000575/2025,FALSE
78640489000153-1-000423/2025,FALSE
08778268000160-1-000255/2025,FALSE
45276128000110-1-001877/2025,FALSE
00136858000188-1-000181/2025,TRUE
12440744000106-1-000060/2025,FALSE
76206499000150-1-000163/2025,FALSE
07735541000107-1-000031/2025,FALSE
18236227000104-1-000108/2025,FALSE
04190765000192-1-000069/2025,FALSE
00299180000154-1-000136/2025,FALSE
42498733000148-1-000967/2025,FALSE
87502894000104-1-000063/2025,FALSE
18175794000190-1-000078/2025,FALSE
46231890000143-1-000274/2025,FALSE
07954480000179-1-009170/2025,FALSE
45511847000179-1-000443/2025,FALSE
27080605000196-1-000495/2025,FALSE
01742414000159-1-000009/2025,FALSE
75095679000149-1-000242/2025,FALSE
27080605000196-1-000479/2025,FALSE
47018676000176-1-000272/2025,FALSE
56023443000152-1-000472/2025,FALSE
26989715000102-1-001173/2025,FALSE
44229813000123-1-000113/2025,FALSE
03507415000225-1-000195/2025,FALSE
04190765000192-1-000070/2025,FALSE
33663683000116-1-000159/2025,FALSE
77902914000172-1-000396/2025,FALSE
33663683000116-1-000157/2025,FALSE
80673411000187-1-000278/2025,FALSE
88572748000100-1-000329/2025,FALSE
88572748000100-1-000331/2025,FALSE
00394452000103-1-013262/2025,FALSE
07616162000106-1-000083/2025,FALSE
33663683000116-1-000149/2025,FALSE
33663683000116-1-000150/2025,FALSE
00394494000136-1-000680/2025,FALSE
05054929000117-1-000233/2025,FALSE
33663683000116-1-000151/2025,FALSE
34528869000125-1-000001/2025,FALSE
07954480000179-1-009186/2025,FALSE
45276128000110-1-001880/2025,FALSE
18244376000107-1-000120/2025,FALSE
46523056000121-1-000112/2025,FALSE
00394502002864-1-000221/2025,FALSE
45276128000110-1-001881/2025,FALSE
18593103000178-1-000639/2025,FALSE
45276128000110-1-001882/2025,FALSE
45276128000110-1-001883/2025,FALSE
00394452000103-1-012743/2025,FALSE
45276128000110-1-001886/2025,FALSE
01613765000160-1-000081/2025,FALSE
27080605000196-1-000592/2025,FALSE
45276128000110-1-001887/2025,FALSE
45276128000110-1-001888/2025,FALSE
46410775000136-1-000580/2025,FALSE
27080605000196-1-000599/2025,FALSE
46374500000194-1-005416/2025,FALSE
11206680000110-1-000065/2025,FALSE
27080605001834-1-000025/2025,FALSE
02056729000105-1-000787/2025,FALSE
00394452000103-1-012478/2025,FALSE
10465644000109-1-000137/2025,FALSE
46410775000136-1-000581/2025,FALSE
42498733000148-1-000887/2025,FALSE
04384829000196-1-000224/2025,FALSE
12998458000160-1-000633/2025,FALSE
04929345000185-1-000091/2025,FALSE
39215827000158-1-000018/2025,FALSE
00394502001205-1-000462/2025,FALSE
12998458000160-1-000635/2025,FALSE
76105618000188-1-000322/2025,FALSE
04190765000192-1-000073/2025,FALSE
10581764000171-1-000257/2025,FALSE
00394502000144-1-005103/2025,FALSE
75904524000106-1-000231/2025,FALSE
18338160000100-1-000044/2025,TRUE
67652750000119-1-000095/2025,TRUE
10581764000171-1-000258/2025,FALSE
45132495000140-1-000256/2025,FALSE
27080605000196-1-000577/2025,FALSE
87613477000120-1-000467/2025,FALSE
07954480000179-1-009218/2025,FALSE
45279627000161-1-000056/2025,FALSE
00394502002864-1-000266/2025,FALSE
11291694000180-1-000019/2025,FALSE
67652750000119-1-000096/2025,FALSE
19843929000100-1-000374/2025,FALSE
01612770000158-1-000072/2025,FALSE
46374500000194-1-005419/2025,FALSE
19843929000100-1-000309/2025,FALSE
65179400000151-1-000041/2025,FALSE
91618439000138-1-000777/2025,FALSE
79151312000156-1-000242/2025,FALSE
04384829000196-1-000176/2025,FALSE
46523270000188-1-000201/2025,FALSE
05816630000152-1-004629/2025,FALSE
05816630000152-1-004636/2025,FALSE
05816630000152-1-004625/2025,FALSE
05816630000152-1-004633/2025,FALSE
00394502002864-1-000286/2025,FALSE
46523270000188-1-000208/2025,FALSE
87572079000103-1-000207/2025,FALSE
04204318000145-1-000736/2025,FALSE
08742264000122-1-000078/2025,FALSE
08742264000122-1-000079/2025,FALSE
04384829000196-1-000068/2025,FALSE
10572048000128-1-001434/2024,FALSE
10572048000128-1-001640/2024,FALSE
87738530000110-1-001040/2025,FALSE
88254875000160-1-000163/2025,FALSE
10838653000106-1-000137/2025,FALSE
07954480000179-1-009244/2025,FALSE
04207638000159-1-000081/2025,FALSE
87613022000105-1-000169/2025,FALSE
57263949000100-1-000241/2025,FALSE
46195079000154-1-000400/2025,FALSE
46195079000154-1-000398/2025,FALSE
46195079000154-1-000401/2025,FALSE
18593103000178-1-000642/2025,FALSE
01409580000138-1-001359/2025,FALSE
46634291000170-1-000481/2025,FALSE
88821079000162-1-000323/2025,FALSE
46634291000170-1-000482/2025,FALSE
88821079000162-1-000324/2025,FALSE
01611538000103-1-001034/2025,FALSE
27080605000196-1-000610/2025,FALSE
45276128000110-1-001896/2025,FALSE
45276128000110-1-001897/2025,FALSE
34570820000130-1-000110/2025,FALSE
46195079000154-1-000431/2025,FALSE
03507415000225-1-000175/2025,FALSE
75095679000149-1-000243/2025,FALSE
19843929000100-1-000382/2025,FALSE
01601856000185-1-000258/2025,FALSE
76020460000143-1-000084/2025,FALSE
03507415000225-1-000154/2025,FALSE
46068425000133-1-001380/2025,FALSE
03517102000177-1-000166/2025,FALSE
18593103000178-1-000648/2025,FALSE
46522983000127-1-000188/2025,FALSE
00394452000103-1-012363/2025,FALSE
00394502001205-1-000646/2025,FALSE
00509018000113-1-001110/2025,FALSE
24082016000159-1-000301/2025,FALSE
22981088000102-1-000112/2025,FALSE
00394452000103-1-013424/2025,FALSE
90873787000199-1-001438/2025,FALSE
46068425000133-1-001382/2025,FALSE
46634598000171-1-000217/2025,FALSE
46634598000171-1-000221/2025,FALSE
46392114000125-1-000543/2025,FALSE
96291141000180-1-002331/2025,FALSE
46341038000129-1-000327/2025,FALSE
00697295007290-1-000010/2025,FALSE
44847663000111-1-000468/2025,FALSE
00930799000115-1-000011/2025,FALSE
46068425000133-1-001383/2025,FALSE
17932766000107-1-000050/2025,FALSE
22224976000180-1-000017/2025,FALSE
76020460000143-1-000085/2025,FALSE
95422846000126-1-000103/2025,FALSE
46068425000133-1-001384/2025,FALSE
00394452000103-1-013452/2025,FALSE
00394452000103-1-012121/2025,FALSE
00394452000103-1-012124/2025,FALSE
48664304000180-1-000112/2025,FALSE
46195079000154-1-000428/2025,FALSE
10496025000181-1-000046/2025,FALSE
46965083000154-1-000090/2025,FALSE
46195079000154-1-000420/2025,FALSE
24082016000159-1-000305/2025,FALSE
44544906000142-1-000266/2025,FALSE
46068425000133-1-001386/2025,FALSE
17884412000134-1-000774/2025,FALSE
00394502002864-1-000369/2025,FALSE
44959021000104-1-000133/2025,FALSE
25053117000164-1-000098/2025,FALSE
76716109000191-1-000007/2025,FALSE
18468041000172-1-000020/2025,FALSE
00394502001205-1-000077/2025,FALSE
27316918000109-1-000012/2025,FALSE
27080605000196-1-000565/2025,FALSE
19843929000100-1-000387/2025,FALSE
46068425000133-1-001387/2025,FALSE
76105618000188-1-000333/2025,FALSE
08640219000167-1-000011/2025,FALSE
87862397000109-1-000514/2025,FALSE
87862397000109-1-000515/2025,FALSE
00394452000103-1-013037/2025,FALSE
00394452000103-1-012407/2025,FALSE
10779511000107-1-000070/2025,FALSE
00394502001205-1-000804/2025,FALSE
15126437000305-1-000936/2025,FALSE
96480850000103-1-000011/2025,FALSE
80673411000187-1-000234/2025,FALSE
00394544000185-1-001308/2025,FALSE
13571334000167-1-000045/2025,FALSE
04104816000116-1-000154/2025,FALSE
78600491000107-1-000061/2025,TRUE
08241747000496-1-000085/2025,FALSE
27080605000196-1-000602/2025,FALSE
47018676000176-1-000274/2025,FALSE
00394700000108-1-000225/2025,FALSE
08774605000141-1-000006/2025,FALSE
91566851000151-1-000030/2025,FALSE
46223699000150-1-002633/2025,FALSE
95639548000192-1-000011/2025,FALSE
00884245000129-1-000004/2025,FALSE
42498733000148-1-001081/2025,FALSE
04190765000192-1-000078/2025,FALSE
46223699000150-1-002634/2025,FALSE
09583958000127-1-000074/2025,FALSE
46223699000150-1-002635/2025,FALSE
03517102000177-1-000172/2025,FALSE
46223699000150-1-002636/2025,FALSE
01614087000150-1-001438/2025,FALSE
46223699000150-1-002637/2025,FALSE
10637926000146-1-000112/2025,FALSE
91566851000151-1-000035/2025,FALSE
04190765000192-1-000085/2025,FALSE
46223699000150-1-002638/2025,FALSE
10581764000171-1-000261/2025,FALSE
46223699000150-1-002639/2025,FALSE
44780609000104-1-000102/2025,FALSE
46223699000150-1-002640/2025,FALSE
44780609000104-1-000103/2025,FALSE
24082016000159-1-000317/2025,FALSE
89175541000164-1-000225/2025,FALSE
44780609000104-1-000104/2025,FALSE
44780609000104-1-000105/2025,FALSE
44959021000104-1-000139/2025,FALSE
01614087000150-1-001443/2025,FALSE
46223699000150-1-002641/2025,FALSE
01614087000150-1-001445/2025,FALSE
01614087000150-1-001447/2025,FALSE
12440744000106-1-000042/2025,FALSE
00733062000102-1-000206/2025,FALSE
27165711000172-1-000098/2025,FALSE
00394700000108-1-000114/2025,FALSE
46523270000188-1-000213/2025,FALSE
10626896000172-1-000199/2025,FALSE
46523270000188-1-000161/2025,FALSE
33663683000116-1-000161/2025,FALSE
18025940000109-1-000113/2025,FALSE
13016717000173-1-000084/2025,FALSE
10581764000171-1-000263/2025,FALSE
48031918000124-1-001613/2025,FALSE
12998458000160-1-000643/2025,FALSE
12440744000106-1-000043/2025,FALSE
08241754010965-1-000003/2025,FALSE
33663683000116-1-000181/2025,FALSE
15126437000305-1-001240/2025,FALSE
10459525000143-1-000092/2025,FALSE
37115540000120-1-000010/2025,FALSE
46588950000180-1-000458/2025,FALSE
03277610000125-1-000374/2025,FALSE
75234757000149-1-000902/2025,FALSE
00394502002864-1-000454/2025,FALSE
03507415000225-1-000200/2025,FALSE
03507415000225-1-000275/2024,FALSE
46195079000154-1-000471/2025,FALSE
42498733000148-1-000985/2025,FALSE
45276128000110-1-001925/2025,FALSE
03507415000225-1-000269/2024,FALSE
15126437000305-1-001057/2025,FALSE
00394502000144-1-004370/2025,FALSE
88150495000186-1-000183/2025,FALSE
11534361000134-1-000045/2025,FALSE
42498600000171-1-003018/2025,FALSE
63025530000104-1-001532/2025,FALSE
45279643000154-1-000049/2025,FALSE
11332874000162-1-000011/2025,FALSE
46599809000182-1-000362/2025,FALSE
42498600000171-1-001853/2025,FALSE
11335591000174-1-000017/2025,FALSE
07954480000179-1-009483/2025,FALSE
91566851000151-1-000047/2025,FALSE
76416932000181-1-000184/2025,FALSE
45276128000110-1-001932/2025,FALSE
18025940000109-1-000114/2025,FALSE
01801612000146-1-000771/2025,FALSE
20893921000138-1-000019/2025,FALSE
46634580000170-1-000252/2024,FALSE
00394452000103-1-012289/2025,FALSE
15126437000305-1-001218/2025,FALSE
44763928000101-1-000277/2025,FALSE
88227764000165-1-000844/2025,FALSE
44780609000104-1-000108/2025,FALSE
10724903000179-1-000126/2025,FALSE
24416174000106-1-000068/2025,FALSE
46195079000154-1-000480/2025,FALSE
46195079000154-1-000481/2025,FALSE
50853555000154-1-000163/2025,FALSE
15126437000305-1-001282/2025,TRUE
09290533000120-1-000029/2025,FALSE
45276128000110-1-001933/2025,FALSE
45276128000110-1-001934/2025,FALSE
45276128000110-1-001935/2025,FALSE
04384829000196-1-000092/2025,FALSE
50122571000177-1-000341/2025,FALSE
45276128000110-1-001937/2025,FALSE
45276128000110-1-001938/2025,FALSE
45276128000110-1-001939/2025,FALSE
46374500000194-1-005210/2025,FALSE
45511847000179-1-000457/2025,FALSE
03507415000225-1-000041/2025,FALSE
03507415000225-1-000199/2025,FALSE
03507415000225-1-000059/2025,FALSE
15126437000305-1-001140/2025,FALSE
03507415000225-1-000132/2025,FALSE
04391603000112-1-000005/2025,FALSE
77968170000199-1-000038/2025,FALSE
05054929000117-1-000237/2025,FALSE
46195079000154-1-000493/2025,FALSE
46195079000154-1-000494/2025,FALSE
45276128000110-1-001940/2025,FALSE
12920187000120-1-000003/2025,FALSE
11152150000137-1-000279/2025,FALSE
21857271000138-1-000043/2025,FALSE
11152150000137-1-000280/2025,FALSE
11152150000137-1-000281/2025,FALSE
11279755000193-1-000016/2025,FALSE
46068425000133-1-001403/2025,FALSE
03354560000132-1-000027/2025,FALSE
13016717000173-1-000087/2025,FALSE
16692121000181-1-000151/2025,FALSE
76105618000188-1-000342/2025,FALSE
11718406000120-1-000092/2025,FALSE
12014954000132-1-000018/2025,FALSE
08755269000190-1-000020/2025,FALSE
33781055000135-1-000892/2025,FALSE
00697295009900-1-000038/2025,FALSE
11206680000110-1-000066/2025,FALSE
87738530000110-1-001062/2025,FALSE
10838653000106-1-000381/2025,FALSE
00394544000185-1-001332/2025,FALSE
46634044000174-1-000164/2025,FALSE
10496025000181-1-000047/2025,FALSE
04384829000196-1-000228/2025,FALSE
12998458000160-1-000651/2025,FALSE
82577636000165-1-000094/2025,TRUE
04384829000196-1-000230/2025,FALSE
76105659000174-1-000155/2025,FALSE
45132495000140-1-000270/2025,FALSE
07347826000170-1-000002/2025,TRUE
11892520000172-1-000075/2025,FALSE
00394536000139-1-000179/2025,FALSE
11892520000172-1-000076/2025,FALSE
45132495000140-1-000271/2025,FALSE
00394544000185-1-001333/2025,FALSE
29112760000172-1-000088/2025,FALSE
75743567000157-1-000063/2025,FALSE
42498733000148-1-001094/2025,FALSE
45371820000128-1-000290/2025,FALSE
13792329000184-1-000098/2025,FALSE
13792329000184-1-000099/2025,FALSE
04384829000196-1-000223/2025,FALSE
46374500000194-1-005575/2025,FALSE
04384829000196-1-000073/2025,FALSE
12998458000160-1-000654/2025,FALSE
33781055000135-1-000556/2025,FALSE
05816630000152-1-004697/2025,FALSE
05816630000152-1-004700/2025,FALSE
05816630000152-1-004708/2025,FALSE
05816630000152-1-004702/2025,FALSE
05054929000117-1-000238/2025,FALSE
01616171000102-1-000027/2025,FALSE
88811948000178-1-000198/2025,FALSE
46362927000172-1-000490/2025,FALSE
46643482000107-1-000033/2025,FALSE
27080605000196-1-000616/2025,FALSE
12998458000160-1-000656/2025,FALSE
45132495000140-1-000275/2025,FALSE
41090291000133-1-000124/2025,FALSE
50387844000105-1-000412/2025,FALSE
45132495000140-1-000276/2025,FALSE
00394452000103-1-012683/2025,FALSE
45132495000140-1-000230/2025,FALSE
00509018000113-1-001493/2025,FALSE
45132495000140-1-000231/2025,FALSE
10792928000100-1-000051/2025,FALSE
45132495000140-1-000232/2025,FALSE
08302402000152-1-000067/2025,FALSE
08302402000152-1-000068/2025,FALSE
44733608000109-1-000527/2025,FALSE
46377800000127-1-002806/2025,FALSE
00394452000103-1-013423/2025,FALSE
46634481000198-1-000183/2025,FALSE
18025965000102-1-000053/2025,FALSE
46195079000154-1-000462/2025,FALSE
10581764000171-1-000266/2025,FALSE
46231890000143-1-000284/2025,FALSE
56023443000152-1-000494/2025,FALSE
44763928000101-1-000278/2025,FALSE
44763928000101-1-000279/2025,FALSE
44763928000101-1-000281/2025,FALSE
42498733000148-1-001102/2025,FALSE
56023443000152-1-000496/2025,FALSE
46231890000143-1-000285/2025,FALSE
44435121000131-1-000085/2025,FALSE
46231890000143-1-000286/2025,FALSE
46634580000170-1-000234/2025,FALSE
88117718000103-1-000182/2025,FALSE
87482535000124-1-000832/2025,FALSE
01409580000138-1-000660/2025,FALSE
44494136000170-1-000179/2025,FALSE
46223699000150-1-002657/2025,FALSE
46195079000154-1-000460/2025,FALSE
46523122000163-1-000122/2025,FALSE
18584961000156-1-000059/2025,FALSE
11892520000172-1-000078/2025,FALSE
09499757000146-1-000024/2025,FALSE
03277610000125-1-000382/2025,FALSE
11892520000172-1-000079/2025,FALSE
96291141000180-1-002390/2025,FALSE
39215827000158-1-000019/2025,FALSE
00394494000136-1-000708/2025,FALSE
46223699000150-1-002667/2025,FALSE
45132495000140-1-000237/2025,FALSE
45276128000110-1-001965/2025,FALSE
04384829000196-1-000232/2025,FALSE
45739083000173-1-000730/2025,FALSE
45276128000110-1-001969/2025,FALSE
27080605000196-1-000593/2025,FALSE
45276128000110-1-001970/2025,FALSE
45132495000140-1-000227/2025,FALSE
45276128000110-1-001971/2025,FALSE
45276128000110-1-001972/2025,FALSE
16692121000181-1-000152/2025,FALSE
45132495000140-1-000228/2025,FALSE
45276128000110-1-001976/2025,FALSE
45132495000140-1-000229/2025,FALSE
45276128000110-1-001977/2025,FALSE
63606479000124-1-000388/2025,FALSE
45276128000110-1-001978/2025,FALSE
45276128000110-1-001979/2025,FALSE
45276128000110-1-001980/2025,FALSE
77902914000172-1-000437/2025,FALSE
33781055000135-1-000953/2025,FALSE
10540697000147-1-000016/2025,FALSE
12440744000106-1-000055/2025,FALSE
36975571000199-1-000351/2025,FALSE
12998458000160-1-000565/2025,FALSE
01814099000128-1-000248/2025,FALSE
00394452000103-1-012987/2025,FALSE
43052497000102-1-000249/2025,FALSE
46634192000199-1-000066/2025,FALSE
15126437000305-1-001085/2025,FALSE
44763928000101-1-000284/2025,FALSE
70946009000175-1-000271/2025,FALSE
42498733000148-1-001104/2025,FALSE
18025940000109-1-000119/2025,TRUE
44573087000161-1-000238/2025,FALSE
44951515000142-1-000124/2025,FALSE
43052497000102-1-000251/2025,FALSE
10572048000128-1-000730/2025,FALSE
18334268000125-1-000088/2025,FALSE
05816630000152-1-004721/2025,FALSE
33781055000135-1-000955/2025,FALSE
05816630000152-1-004725/2025,FALSE
05816630000152-1-004726/2025,FALSE
31795560000103-1-000011/2025,FALSE
03277610000125-1-000383/2025,FALSE
19481436000178-1-000008/2025,FALSE
46195079000154-1-000464/2025,FALSE
03903176000141-1-000073/2025,FALSE
08354383000108-1-000065/2025,FALSE
45276128000110-1-001508/2024,FALSE
04228734000183-1-000095/2025,FALSE
46523270000188-1-000224/2025,FALSE
42498733000148-1-001027/2025,FALSE
46374500000194-1-005637/2025,FALSE
00884245000129-1-000003/2025,FALSE
18468033000126-1-000183/2025,FALSE
46377800000127-1-002900/2025,FALSE
45276128000110-1-001993/2025,FALSE
05816630000152-1-004754/2025,FALSE
45276128000110-1-001997/2025,FALSE
45276128000110-1-001998/2025,FALSE
45276128000110-1-001999/2025,FALSE
45276128000110-1-002000/2025,FALSE
76017474000108-1-000026/2025,FALSE
44935278000126-1-000147/2025,FALSE
18602037000155-1-000226/2025,FALSE
11022597001325-1-000354/2025,FALSE
42498733000148-1-001109/2025,FALSE
44547305000193-1-000102/2025,FALSE
00394452000103-1-013095/2025,FALSE
00394452000103-1-012988/2025,FALSE
03107539000132-1-000113/2025,FALSE
15126437000305-1-001111/2025,FALSE
00394502002864-1-000671/2025,FALSE
45731650000145-1-000058/2025,FALSE
88124961000159-1-000094/2025,FALSE
11055682000156-1-000238/2025,FALSE
00394452000103-1-011920/2025,FALSE
46374500000194-1-005688/2025,FALSE
08158669000118-1-000070/2025,FALSE
88572748000100-1-000355/2025,FALSE
88572748000100-1-000360/2025,FALSE
46578498000175-1-000125/2025,FALSE
45138070000149-1-000994/2025,FALSE
04384829000196-1-000029/2025,FALSE
15126437000305-1-001316/2025,TRUE
83009860000113-1-000038/2025,FALSE
08241739000105-1-000053/2025,FALSE
88830609000139-1-000411/2025,TRUE
96291141000180-1-002401/2025,FALSE
05816630000152-1-004775/2025,FALSE
05816630000152-1-004776/2025,FALSE
03831971000171-1-000012/2025,FALSE
